ID;Tipo;Height;Width
1807968;dog;480;640
1496117;cat;300;400
1601966;dog;400;300
1577543;cat;360;203
1353506;dog;166;173
1742969;cat;480;360
1646677;dog;480;360
1002538;cat;300;400
1414499;cat;300;400
1655093;dog;480;640
1544929;dog;480;264
1050942;cat;300;400
1830013;dog;267;400
1715086;cat;300;400
1005324;cat;300;225
1301297;dog;400;267
1497433;dog;479;269
1510754;cat;241;400
1493910;cat;480;360
1191225;dog;400;300
1300937;cat;480;360
1347760;cat;300;400
1275317;dog;480;360
1034015;dog;400;300
1514249;dog;400;351
1310879;dog;480;356
1027478;cat;300;400
1629726;dog;400;300
1139521;dog;225;400
1002064;cat;300;400
1362456;dog;225;400
1059075;dog;240;320
1266368;cat;234;399
1769655;cat;257;320
1595814;dog;300;400
1821689;dog;400;300
1539691;dog;480;270
1872062;cat;400;267
1111934;dog;415;640
1364119;cat;225;400
1032089;cat;480;360
1787793;dog;480;270
1952568;dog;360;640
1645422;cat;480;640
1347034;dog;640;640
1388225;dog;266;400
1423781;dog;480;270
1642287;dog;300;400
1969745;cat;480;360
1822953;cat;360;203
1132967;cat;284;400
1468045;cat;300;400
1868077;dog;480;270
1478622;cat;300;400
1195395;cat;300;400
1789398;dog;300;400
1651528;dog;640;640
1716046;dog;300;400
1878622;dog;360;203
1009900;dog;225;400
1156825;dog;525;640
1637238;cat;270;399
1535576;dog;373;336
1319240;cat;300;400
1361581;dog;480;640
1285133;dog;480;351
1130664;cat;321;399
1649448;dog;266;400
1911708;cat;480;360
1969398;cat;480;640
1873615;dog;225;400
1079960;cat;300;400
1187699;dog;480;640
1792689;cat;452;640
1515247;dog;480;360
1542970;dog;303;400
1141729;dog;480;374
1081641;cat;480;360
1402735;dog;480;360
1373529;cat;300;400
1867514;cat;267;400
1218855;dog;400;300
1399993;cat;427;640
1720624;cat;300;225
1313508;cat;400;300
1540942;cat;400;300
1598467;dog;480;640
1182535;cat;240;180
1286224;dog;400;300
1162237;cat;300;400
1681765;cat;480;360
1985460;dog;300;400
1796640;cat;400;400
1460452;cat;300;400
1515219;cat;360;640
1986588;dog;400;300
1113618;dog;300;400
1199482;cat;225;127
1568604;dog;480;320
1763874;cat;400;300
1875404;cat;300;400
1943806;cat;400;300
1937388;cat;400;299
1822515;dog;480;360
1679904;cat;427;640
1579381;cat;480;270
1342272;dog;267;400
1787357;dog;400;300
1425773;dog;300;400
1208267;dog;301;400
1430660;cat;400;300
1778329;cat;640;640
1303448;dog;480;270
1190189;cat;480;360
1890940;dog;359;400
1094172;dog;480;360
1117495;dog;480;640
1602649;dog;480;360
1210019;dog;400;283
1204495;dog;480;270
1806985;cat;300;400
1614383;cat;480;360
1055986;dog;360;203
1777825;dog;300;400
1533202;cat;300;400
1199397;dog;300;400
1471635;dog;480;320
1034040;dog;300;400
1923045;cat;300;400
1474134;cat;225;400
1434605;dog;372;640
1777531;cat;268;400
1717585;dog;400;300
1722791;cat;360;480
1405460;cat;240;400
1720666;cat;478;640
1934370;dog;399;226
1189801;cat;481;640
1062324;dog;480;270
1625418;cat;542;640
1166607;dog;480;360
1591185;dog;300;400
1137730;dog;480;360
1646350;dog;360;640
1859294;cat;480;360
1833906;dog;300;400
1433560;dog;266;400
1074118;dog;480;360
1933871;cat;640;478
1889978;dog;225;127
1623051;cat;300;400
1604164;cat;360;640
1681632;dog;526;640
1671883;cat;400;300
1705211;dog;300;400
1635604;dog;640;640
1869571;dog;533;640
1026048;dog;480;270
1086598;dog;480;360
1228390;cat;480;270
1388580;dog;300;400
1300957;dog;480;270
1485288;cat;400;238
1333994;cat;300;400
1227991;dog;400;400
1011469;cat;400;225
1450690;cat;300;400
1327118;cat;360;640
1762673;dog;300;400
1916534;cat;475;640
1574768;dog;480;640
1727974;cat;300;400
1764764;cat;480;640
1606762;dog;300;225
1750952;dog;400;300
1039216;dog;400;300
1284494;dog;300;400
1244121;cat;300;400
1375811;dog;300;225
1398061;cat;480;385
1681479;dog;360;640
1873051;dog;480;270
1857573;dog;400;285
1121892;cat;400;266
1122978;dog;480;640
1046191;dog;480;270
1889155;dog;480;360
1502667;cat;300;400
1416010;cat;480;360
1368700;cat;300;400
1818443;cat;400;311
1474004;dog;360;640
1725092;cat;267;400
1869662;dog;480;640
1750759;dog;480;640
1984205;cat;529;640
1283358;cat;400;320
1224825;cat;300;400
1705380;cat;480;446
1389741;dog;400;225
1981060;dog;267;400
1783714;dog;400;275
1049497;dog;165;247
1925359;dog;480;264
1443749;cat;400;300
1306748;cat;267;400
1669515;cat;400;300
1177318;dog;399;302
1476676;dog;360;640
1001987;dog;480;360
1328858;dog;300;400
1602761;dog;400;300
1732496;dog;400;300
1208503;cat;480;640
1025086;dog;360;640
1481345;dog;400;300
1258103;dog;300;400
1916146;dog;400;225
1507010;dog;300;400
1303065;dog;480;360
1180639;cat;300;400
1725663;dog;300;400
1654526;dog;400;267
1634944;cat;480;359
1078843;cat;356;400
1197473;dog;276;400
1321411;cat;480;360
1121603;dog;480;360
1572038;cat;480;640
1651374;cat;480;360
1199111;dog;480;270
1620245;dog;300;400
1341821;dog;360;640
1418689;dog;480;270
1480134;dog;480;360
1634063;dog;300;400
1613314;dog;300;400
1345777;dog;400;300
1514680;dog;480;358
1348767;cat;480;360
1072247;cat;300;225
1237351;cat;230;400
1247858;cat;400;300
1847800;dog;400;299
1398698;cat;480;640
1928586;dog;352;400
1753376;dog;480;360
1480684;cat;384;640
1642486;cat;300;400
1195850;dog;479;270
1481007;dog;360;203
1902313;cat;479;271
1645408;dog;194;196
1583182;dog;360;640
1868667;dog;360;640
1871500;cat;480;640
1862960;dog;225;400
1515460;cat;491;640
1614376;cat;267;400
1885179;cat;480;270
1241509;cat;480;640
1726607;cat;400;400
1565829;cat;480;360
1487051;cat;300;400
1035930;dog;299;400
1913471;cat;428;639
1876991;dog;400;305
1829147;cat;395;400
1385938;cat;480;640
1453796;cat;300;400
1786589;cat;360;640
1558147;cat;571;640
1656040;cat;400;300
1566858;cat;300;400
1530516;cat;480;640
1000221;cat;480;360
1848008;cat;267;400
1299630;cat;640;640
1268138;dog;266;400
1994556;cat;480;640
1244914;cat;300;400
1106627;cat;480;360
1048967;cat;160;120
1709232;cat;480;640
1705719;cat;480;360
1298249;cat;400;300
1293772;cat;300;400
1910298;dog;300;400
1728429;dog;300;400
1575562;dog;360;640
1427723;dog;480;360
1505219;cat;481;640
1428644;dog;400;300
1258108;dog;300;400
1777107;cat;300;400
1552471;cat;400;300
1964113;dog;299;400
1132411;cat;299;400
1683412;dog;317;400
1386703;dog;300;225
1575430;dog;480;640
1957481;dog;480;334
1397564;dog;480;360
1624130;cat;480;360
1546216;dog;480;360
1470282;cat;300;400
1329206;dog;480;360
1887726;cat;480;640
1449365;dog;400;300
1944765;dog;300;400
1197370;cat;273;400
1010021;dog;400;300
1084496;dog;480;640
1637911;dog;300;400
1964656;cat;300;400
1166739;dog;400;299
1480132;cat;400;400
1263226;cat;300;400
1981039;cat;300;400
1259967;dog;480;360
1680106;cat;480;640
1057198;cat;267;400
1761840;dog;300;400
1765416;dog;364;422
1013283;cat;400;400
1628187;cat;405;640
1194978;cat;300;400
1285136;cat;640;640
1256999;dog;400;267
1178818;dog;480;270
1851013;dog;300;400
1063371;dog;300;400
1513253;dog;360;639
1841481;cat;400;333
1430877;cat;480;479
1762364;cat;360;640
1986514;dog;300;400
1128184;cat;428;640
1305478;cat;400;286
1974086;dog;480;270
1700372;cat;300;400
1231515;cat;400;347
1347248;cat;400;300
1082658;dog;480;256
1513815;dog;300;400
1971367;cat;300;400
1091944;cat;480;640
1321903;dog;166;125
1792071;dog;480;270
1776148;dog;360;640
1342608;cat;300;400
1078698;cat;398;316
1136813;cat;480;320
1728520;dog;400;300
1348070;dog;255;263
1963628;dog;480;360
1918274;dog;400;321
1973867;cat;300;400
1275190;cat;480;640
1896093;cat;300;400
1917829;dog;480;355
1468444;cat;300;400
1533491;cat;300;400
1605944;dog;300;400
1293707;cat;480;360
1506632;cat;480;360
1005825;cat;640;640
1474652;cat;300;400
1187003;dog;480;360
1740191;cat;240;320
1668317;dog;480;409
1830930;cat;480;360
1809372;dog;480;360
1538441;cat;400;300
1110811;cat;300;400
1275147;dog;400;348
1519254;dog;480;360
1037122;cat;640;640
1192931;dog;480;640
1163540;cat;300;400
1928757;dog;300;400
1548912;dog;480;270
1215632;dog;400;266
1406545;cat;480;360
1437747;dog;266;400
1212696;cat;300;400
1349050;dog;640;640
1038490;dog;300;400
1702248;cat;360;203
1689920;cat;480;360
1239737;cat;400;225
1309015;cat;480;640
1198326;dog;360;640
1868317;cat;300;400
1494510;dog;480;360
1303055;dog;267;400
1306993;dog;640;640
1057768;dog;360;203
1886609;dog;300;400
1111939;cat;300;400
1603413;cat;300;400
1373698;dog;300;400
1504876;dog;432;640
1193668;dog;400;300
1274931;dog;400;300
1300689;cat;300;400
1338930;cat;300;400
1593393;dog;400;300
1539845;cat;480;640
1512285;dog;480;640
1620697;cat;503;640
1418642;dog;300;400
1623955;dog;480;365
1064450;dog;400;300
1350443;cat;480;640
1453363;cat;400;400
1133261;dog;480;360
1373219;dog;360;203
1403661;cat;480;270
1518639;cat;400;300
1103710;dog;400;297
1047782;dog;400;300
1854972;dog;400;300
1646210;cat;264;352
1199523;dog;480;360
1042456;dog;400;392
1317958;dog;300;400
1342380;dog;480;270
1475308;dog;480;382
1542039;cat;400;300
1056278;dog;299;400
1719789;dog;370;285
1533419;dog;300;400
1120891;cat;300;400
1470434;cat;400;300
1019165;dog;300;400
1437227;dog;480;640
1633182;dog;480;338
1824949;dog;400;299
1967622;cat;400;300
1058989;cat;300;400
1033035;cat;300;400
1759960;cat;346;640
1396330;dog;300;400
1444136;dog;400;400
1190034;dog;480;356
1861411;dog;348;382
1126658;dog;400;266
1602450;dog;480;359
1788468;dog;360;640
1147239;dog;266;400
1831483;dog;400;300
1861288;cat;446;640
1109818;dog;581;640
1697049;dog;300;399
1852085;cat;640;640
1398490;dog;480;640
1068238;dog;480;360
1359620;dog;300;400
1469082;dog;400;300
1127139;dog;400;266
1022909;cat;640;640
1848271;cat;300;400
1453650;cat;336;400
1792094;dog;480;360
1276137;dog;480;360
1292360;cat;527;640
1574680;cat;400;300
1688104;cat;480;405
1180351;dog;300;400
1557197;dog;400;400
1656207;dog;347;400
1500661;cat;360;203
1082630;dog;300;400
1924254;dog;480;270
1712190;cat;300;400
1025939;cat;113;150
1579475;dog;480;360
1517954;dog;330;400
1854139;cat;480;640
1473726;cat;300;400
1591298;dog;400;277
1090861;cat;480;360
1175615;dog;480;270
1021341;cat;300;400
1973336;cat;266;400
1366806;dog;480;431
1803949;dog;480;405
1185370;cat;300;400
1584661;dog;480;397
1715657;cat;300;400
1978854;dog;300;400
1290580;cat;266;400
1383616;cat;300;400
1951336;cat;400;400
1899024;cat;360;640
1376788;dog;400;225
1797166;dog;480;322
1044768;cat;480;360
1113070;dog;480;360
1887644;cat;640;640
1873736;cat;300;400
1457696;dog;400;300
1729239;dog;478;640
1530353;cat;300;400
1812058;dog;400;299
1639951;dog;360;480
1496724;cat;640;640
1907867;cat;427;640
1636511;cat;300;400
1120870;dog;480;640
1972975;dog;480;347
1721619;dog;254;314
1223018;cat;640;640
1516059;cat;360;203
1430643;cat;400;266
1762428;dog;360;640
1551267;cat;300;400
1234498;cat;400;267
1820648;dog;300;400
1107128;cat;300;400
1395215;cat;360;203
1849993;dog;480;358
1462356;dog;480;270
1136604;cat;374;432
1037857;dog;360;203
1851184;cat;480;360
1455015;dog;300;400
1396718;dog;300;400
1923659;cat;266;400
1435834;dog;300;400
1849400;dog;360;639
1737405;cat;480;640
1571693;dog;480;640
1975553;cat;266;400
1435591;cat;400;300
1474465;dog;480;360
1950361;cat;640;480
1928724;cat;480;463
1118430;dog;399;298
1297208;cat;360;640
1364300;dog;480;413
1194752;dog;267;400
1982099;cat;475;640
1918545;dog;300;400
1754437;dog;400;267
1304492;dog;480;360
1040924;cat;480;640
1559111;dog;480;360
1716472;cat;268;400
1351242;dog;299;400
1913170;dog;214;400
1623240;cat;300;400
1543305;dog;400;300
1996067;dog;300;400
1741731;dog;300;400
1457512;dog;360;203
1799946;cat;300;400
1708288;dog;400;266
1281019;cat;300;400
1963280;dog;479;345
1801770;cat;400;266
1750261;dog;360;640
1206109;dog;480;413
1927148;cat;400;305
1492647;cat;300;400
1494802;dog;400;300
1826728;dog;427;640
1360227;dog;480;360
1628938;dog;400;299
1496865;dog;400;400
1125057;cat;480;360
1849846;cat;300;400
1226390;cat;300;400
1668913;dog;300;400
1922389;dog;480;640
1197976;cat;480;640
1916211;dog;480;270
1838656;dog;400;299
1445915;dog;460;344
1915198;dog;300;400
1710672;dog;360;203
1152502;dog;400;400
1014327;dog;300;225
1507183;cat;300;400
1859974;cat;300;400
1082898;cat;400;400
1960178;cat;248;400
1446141;cat;300;400
1904918;dog;480;360
1271686;cat;480;454
1387702;dog;427;640
1418217;dog;400;331
1448699;cat;360;640
1561483;cat;300;400
1723991;dog;300;400
1734530;dog;480;463
1312004;dog;156;400
1754496;cat;300;400
1577893;cat;360;203
1909391;dog;480;271
1522347;cat;300;400
1673604;cat;400;300
1129159;cat;480;640
1448726;dog;480;640
1883606;dog;332;361
1223898;cat;480;640
1769685;cat;300;400
1813119;dog;300;400
1995249;dog;536;640
1420360;dog;300;400
1424070;dog;640;640
1540559;dog;225;127
1878065;cat;400;300
1060808;dog;275;400
1311800;dog;400;225
1849360;cat;400;300
1305512;dog;240;320
1618282;dog;480;371
1677484;dog;400;300
1961166;cat;428;640
1742155;dog;300;400
1286185;dog;266;400
1127243;cat;300;400
1660169;cat;239;400
1660681;cat;288;512
1800753;cat;480;360
1193261;dog;299;400
1759704;dog;480;360
1754520;cat;283;400
1945825;dog;300;400
1872750;dog;400;300
1801165;dog;480;640
1234333;dog;300;400
1010301;dog;480;360
1094821;cat;480;270
1151342;cat;480;640
1681703;cat;360;640
1048893;dog;480;360
1886579;cat;400;268
1978539;cat;300;400
1202108;cat;400;300
1626197;dog;300;400
1433343;cat;400;300
1153799;dog;480;270
1903610;dog;400;266
1331895;dog;400;300
1683166;cat;300;400
1854581;cat;160;120
1869170;dog;225;399
1785297;cat;400;300
1081505;dog;480;360
1462256;cat;400;267
1921281;cat;480;270
1812521;cat;400;300
1112330;cat;360;203
1998602;cat;300;400
1911244;cat;480;360
1820625;dog;299;223
1929450;dog;360;203
1436700;dog;300;400
1849384;dog;240;180
1691384;dog;400;300
1082467;dog;480;360
1685047;dog;399;225
1907233;cat;480;270
1665706;dog;225;400
1750663;dog;300;400
1007738;cat;480;640
1843829;dog;300;400
1701248;dog;400;299
1595893;dog;400;300
1941953;dog;480;640
1554163;cat;480;288
1522989;dog;400;346
1126980;dog;300;400
1681501;dog;400;239
1784573;cat;399;225
1998730;dog;240;320
1043748;cat;300;400
1302719;dog;241;399
1462915;cat;480;452
1298523;cat;242;400
1737301;dog;300;400
1415466;dog;400;400
1006804;dog;400;300
1458289;cat;266;399
1045484;cat;300;400
1134598;dog;480;640
1185060;cat;480;360
1168428;dog;400;300
1383592;cat;300;400
1101419;dog;225;400
1310534;dog;300;225
1345566;cat;640;640
1757700;dog;480;360
1244991;cat;399;300
1408405;dog;400;300
1134656;cat;545;640
1224994;dog;480;347
1484263;dog;400;296
1413530;dog;300;400
1615942;dog;300;400
1762566;dog;480;640
1767680;dog;300;400
1366807;dog;480;399
1190707;dog;152;270
1525095;cat;400;300
1634287;cat;400;299
1066309;dog;480;360
1164689;dog;272;400
1690795;dog;480;288
1252172;cat;360;203
1842902;dog;480;402
1132647;cat;480;640
1053966;cat;300;400
1739292;dog;300;400
1958170;cat;299;400
1440775;dog;480;640
1314172;cat;400;222
1527332;dog;480;640
1738539;cat;480;360
1633843;cat;300;400
1296417;dog;400;266
1997682;cat;300;400
1622716;cat;300;400
1914891;cat;300;400
1442613;dog;360;640
1850118;dog;400;300
1372091;cat;300;400
1416685;dog;480;360
1249221;cat;480;640
1945350;dog;400;300
1425706;cat;400;357
1184431;dog;480;270
1636464;cat;400;300
1752234;cat;480;640
1398798;cat;300;400
1586416;dog;240;400
1683833;cat;267;400
1713300;dog;360;640
1505533;dog;400;300
1808564;cat;400;300
1957966;dog;225;400
1729073;dog;480;640
1846979;dog;299;400
1338256;dog;300;400
1316087;dog;480;360
1505518;cat;300;400
1663291;dog;300;400
1114211;dog;479;271
1509387;dog;400;300
1177113;dog;480;372
1807198;dog;400;400
1231646;dog;639;640
1838482;dog;480;359
1331089;dog;400;266
1504461;dog;400;300
1264930;cat;480;270
1194281;cat;300;400
1182555;cat;400;300
1430765;dog;399;225
1781682;dog;299;400
1454711;dog;480;640
1696449;cat;300;400
1173898;cat;480;360
1401142;dog;480;640
1948159;dog;479;271
1249990;cat;480;640
1312264;cat;300;400
1083912;cat;300;400
1956050;cat;266;400
1342892;dog;400;300
1279919;cat;480;640
1691837;cat;480;323
1634949;cat;360;640
1032710;cat;300;400
1715750;dog;478;640
1464667;dog;300;400
1651587;cat;426;639
1635153;dog;480;360
1404713;dog;300;400
1575699;dog;360;640
1572009;cat;480;640
1697303;dog;400;300
1313351;dog;384;384
1461981;dog;480;381
1433761;dog;480;272
1453752;dog;400;299
1968888;dog;300;400
1245602;cat;400;225
1244796;cat;360;640
1873770;cat;361;640
1267475;dog;267;400
1846360;cat;300;400
1111480;dog;360;640
1326174;dog;152;270
1817500;dog;300;400
1691878;dog;400;282
1814489;dog;480;371
1144132;dog;400;350
1549038;dog;225;400
1413931;cat;300;400
1708363;cat;300;225
1952671;cat;400;300
1192189;cat;640;640
1757893;dog;480;360
1192021;dog;480;360
1551387;cat;300;400
1482517;dog;480;360
1546796;cat;225;400
1792953;dog;300;400
1715961;cat;296;400
1763706;cat;400;268
1290799;dog;480;360
1633484;cat;400;300
1806988;cat;300;400
1070104;cat;480;640
1816460;dog;300;400
1002949;cat;360;640
1684617;dog;480;360
1049926;cat;360;203
1041315;cat;268;400
1356042;cat;480;360
1185706;dog;480;343
1209943;dog;400;299
1381611;dog;299;400
1688270;cat;300;400
1444395;dog;267;400
1027269;dog;480;360
1941686;dog;480;360
1281573;dog;480;360
1767773;cat;300;400
1994979;dog;300;400
1883290;dog;300;400
1479621;dog;400;299
1486597;dog;400;300
1680260;cat;267;400
1194215;cat;307;400
1278738;cat;300;400
1397286;cat;300;400
1817930;dog;640;640
1130634;dog;267;400
1610913;dog;480;640
1073659;dog;480;360
1741528;cat;391;293
1029147;cat;480;640
1503991;dog;400;300
1035890;dog;422;640
1236357;cat;267;400
1625632;dog;300;400
1334407;cat;267;400
1621631;cat;640;640
1559934;dog;480;640
1232649;dog;400;300
1992603;dog;400;400
1263897;cat;480;360
1130828;cat;478;640
1481926;cat;595;640
1925483;dog;360;640
1931186;cat;299;400
1983369;cat;400;300
1748657;dog;228;242
1661794;cat;480;360
1287733;cat;300;400
1462793;dog;360;640
1797612;dog;400;299
1223934;dog;296;400
1731623;dog;480;360
1507824;dog;338;400
1950733;dog;480;360
1374510;cat;300;400
1407232;dog;267;400
1933782;dog;480;360
1324659;dog;400;266
1618829;dog;480;360
1355271;cat;399;315
1644306;dog;300;400
1053489;cat;241;400
1757111;dog;480;270
1549569;cat;480;360
1911576;dog;300;225
1764602;dog;480;360
1758020;cat;360;640
1866083;dog;300;400
1850613;cat;266;400
1499411;cat;400;302
1867407;cat;300;400
1311661;dog;480;360
1945006;dog;480;360
1246079;cat;400;300
1294530;cat;400;378
1259013;cat;400;307
1287202;dog;480;640
1949610;cat;640;640
1997566;cat;300;400
1212383;dog;300;400
1160711;cat;300;400
1098927;dog;300;400
1880025;cat;480;270
1020117;cat;400;400
1035854;dog;400;300
1269496;cat;300;400
1601488;dog;480;360
1435472;cat;300;400
1143682;cat;320;240
1239875;dog;399;400
1439426;cat;267;400
1055888;dog;480;413
1553734;cat;400;300
1690122;dog;360;203
1947221;cat;619;640
1512920;dog;267;400
1079522;dog;480;460
1899455;cat;480;381
1925593;cat;480;360
1506671;dog;400;231
1389539;dog;300;400
1449971;dog;329;400
1634957;dog;480;360
1581278;dog;300;400
1390215;cat;300;400
1175341;dog;480;360
1407719;cat;400;300
1425632;dog;336;386
1927174;dog;400;300
1431780;dog;590;640
1492804;cat;400;300
1235146;dog;480;640
1912062;dog;300;225
1612651;cat;640;480
1714475;cat;237;400
1175950;cat;400;225
1715418;cat;480;640
1558697;cat;400;300
1267061;dog;399;218
1370574;dog;360;203
1678312;dog;640;640
1571562;dog;480;320
1029191;dog;267;400
1841676;cat;266;400
1046888;cat;300;400
1633742;dog;480;360
1537131;cat;300;400
1143413;cat;424;640
1319804;dog;400;300
1867575;dog;300;400
1587591;dog;480;284
1354657;cat;425;640
1201752;dog;480;640
1734907;cat;265;400
1465813;cat;480;360
1875684;dog;480;360
1934336;dog;166;221
1127287;cat;400;300
1772485;cat;480;360
1381296;dog;400;400
1015081;cat;480;640
1452726;cat;400;267
1326673;cat;300;400
1369026;dog;480;360
1004351;cat;400;300
1659245;dog;480;395
1113592;dog;400;267
1867097;cat;400;300
1973658;cat;300;400
1064070;cat;300;400
1161391;cat;360;203
1551952;cat;288;384
1204005;dog;478;640
1218187;dog;300;400
1318797;cat;480;360
1248670;cat;300;225
1218419;dog;299;400
1442997;dog;300;225
1610210;dog;340;400
1901507;cat;347;639
1972601;dog;640;640
1032436;dog;480;360
1510338;dog;300;400
1179008;dog;299;400
1136985;dog;360;640
1572962;cat;360;203
1179563;dog;480;323
1856556;cat;300;225
1074793;dog;478;640
1385854;dog;400;267
1903942;dog;480;360
1523311;dog;400;300
1218971;dog;480;270
1433859;dog;400;300
1952228;cat;240;400
1285629;dog;300;400
1692414;dog;400;305
1041293;dog;384;384
1879521;dog;360;203
1128932;cat;480;640
1329298;cat;480;360
1598905;dog;98;130
1804544;dog;640;640
1439773;dog;360;640
1275626;cat;427;640
1590282;cat;400;300
1917046;cat;480;360
1729965;dog;480;270
1437289;dog;479;242
1365612;cat;300;400
1953855;dog;400;278
1621245;dog;300;400
1732013;cat;480;356
1211039;cat;225;400
1147286;dog;480;640
1286232;dog;400;342
1381265;cat;300;400
1307036;cat;400;300
1249714;dog;300;400
1744509;cat;480;341
1252984;cat;639;640
1135164;dog;480;640
1061070;cat;400;225
1080970;dog;400;300
1466658;dog;400;300
1731153;dog;480;640
1074381;dog;196;399
1341981;cat;360;203
1520159;cat;480;640
1881616;dog;300;400
1933670;dog;296;400
1234175;dog;300;400
1096964;cat;400;300
1346384;cat;267;400
1629801;dog;300;400
1890522;dog;318;400
1974723;dog;300;400
1396925;cat;480;360
1962056;cat;300;400
1677167;cat;480;640
1082017;cat;152;270
1743607;cat;400;327
1490247;dog;300;400
1893705;dog;400;334
1395480;dog;300;400
1387492;dog;300;400
1572227;dog;300;400
1854755;cat;480;640
1157535;cat;480;360
1473082;dog;480;270
1850769;cat;300;400
1461048;cat;240;320
1892293;cat;362;640
1706797;cat;330;343
1419827;cat;300;400
1874939;dog;300;400
1474592;dog;480;480
1192554;cat;400;290
1541483;cat;400;300
1210438;cat;261;399
1307183;cat;400;300
1397918;dog;480;640
1773394;dog;480;360
1403484;dog;400;225
1914177;dog;300;400
1706081;dog;428;640
1129852;cat;480;360
1245746;dog;225;400
1576661;cat;299;400
1362860;cat;400;343
1719459;cat;300;400
1501809;dog;400;240
1606765;cat;300;400
1303077;cat;480;640
1486568;cat;120;160
1476683;dog;480;270
1924178;dog;300;400
1902292;cat;480;360
1518430;cat;362;640
1670695;dog;480;640
1880482;cat;360;640
1327433;dog;300;400
1168335;cat;267;400
1634910;dog;300;400
1026883;cat;225;400
1113831;dog;400;300
1603106;dog;299;223
1046014;cat;299;223
1403168;dog;300;400
1601352;cat;480;360
1685794;cat;480;640
1233633;dog;400;351
1222932;cat;300;400
1581495;dog;400;307
1531697;dog;640;640
1505995;cat;480;270
1387713;cat;400;268
1893160;dog;400;300
1866186;dog;480;360
1179201;cat;113;150
1998999;dog;480;371
1159380;dog;400;300
1255658;cat;479;294
1033765;dog;480;360
1600863;cat;427;640
1608784;dog;480;360
1566843;cat;480;640
1815421;cat;400;300
1778057;dog;267;400
1146824;dog;400;300
1484651;cat;479;243
1612265;cat;360;203
1041558;dog;400;267
1414176;cat;480;264
1911971;dog;300;400
1047173;cat;300;400
1230398;dog;427;640
1867757;dog;480;640
1377523;cat;480;415
1380251;dog;640;640
1247847;cat;300;400
1273963;cat;300;400
1985646;dog;300;400
1102818;dog;400;267
1048765;dog;480;361
1561249;cat;300;400
1524300;dog;480;640
1295814;dog;231;173
1575773;cat;480;360
1742565;cat;400;300
1539931;dog;265;400
1116857;dog;225;400
1442154;cat;241;400
1822437;dog;360;480
1668608;dog;360;203
1215263;dog;360;203
1238068;cat;480;360
1843201;dog;300;400
1776914;dog;323;400
1294233;cat;400;300
1567639;cat;640;640
1120001;dog;480;640
1158874;cat;480;360
1272016;cat;453;640
1487037;dog;309;400
1307041;dog;480;270
1621175;cat;400;299
1045824;dog;480;360
1278644;dog;400;300
1400902;cat;300;400
1111944;cat;480;360
1498106;cat;400;300
1765722;cat;300;400
1913261;cat;480;360
1239953;dog;480;640
1336017;cat;480;640
1349087;cat;480;640
1139703;dog;266;539
1341212;dog;480;640
1525236;cat;360;640
1677107;cat;400;300
1072436;dog;400;300
1664523;cat;640;640
1219467;dog;360;640
1953106;cat;480;640
1893560;cat;300;400
1179486;dog;640;640
1959824;cat;266;400
1481572;cat;480;360
1984242;dog;480;270
1685274;cat;480;270
1039715;dog;300;400
1280500;cat;300;400
1871187;dog;480;640
1041351;dog;480;270
1107115;dog;299;400
1617137;cat;480;472
1352795;cat;499;640
1120791;dog;480;360
1903556;cat;300;400
1000997;cat;480;360
1069727;dog;400;400
1378202;dog;400;400
1288135;dog;396;400
1292258;dog;480;360
1949684;dog;400;300
1716533;cat;400;300
1007565;cat;400;300
1294635;cat;480;640
1097946;dog;360;640
1553678;cat;300;400
1042625;dog;400;300
1171911;cat;480;360
1008517;dog;634;640
1943925;dog;480;346
1351618;dog;300;400
1457132;dog;480;360
1897373;dog;480;360
1745434;dog;251;399
1379181;dog;480;640
1826722;dog;400;301
1065742;dog;427;640
1549215;dog;330;639
1200418;dog;300;400
1141073;cat;400;300
1161288;dog;300;400
1742494;cat;400;300
1380294;cat;480;360
1987264;dog;225;400
1449851;cat;480;385
1287227;dog;480;360
1759671;cat;300;400
1087553;dog;640;640
1055679;dog;266;400
1666070;dog;480;360
1621841;dog;400;300
1110091;cat;300;400
1362716;dog;480;270
1367322;cat;300;400
1707610;dog;480;360
1617715;dog;480;360
1740735;cat;299;400
1715307;cat;360;640
1678706;cat;240;320
1245073;cat;400;225
1225762;cat;565;640
1271796;cat;480;640
1395252;dog;400;300
1679891;cat;225;127
1163623;cat;449;640
1426585;dog;300;400
1801838;dog;300;225
1322773;dog;480;360
1329567;cat;480;640
1525981;cat;247;400
1067109;dog;480;360
1775827;dog;480;640
1657189;cat;480;360
1875114;cat;400;400
1870690;dog;480;419
1799323;dog;400;300
1339866;dog;400;300
1292017;dog;400;379
1602047;dog;480;360
1158075;dog;300;400
1823138;dog;300;400
1865466;dog;480;360
1048168;cat;478;640
1202855;cat;400;300
1168800;dog;300;400
1918999;dog;480;360
1308396;cat;480;360
1025527;dog;480;270
1680394;dog;400;300
1450457;cat;400;359
1635905;cat;300;400
1242212;cat;547;640
1611804;cat;400;300
1270897;cat;300;400
1603683;cat;267;400
1894068;dog;400;300
1833931;cat;400;266
1882758;cat;480;360
1328031;cat;300;400
1068486;dog;400;300
1274642;cat;300;400
1412908;cat;400;300
1615242;cat;480;392
1069359;cat;268;400
1994033;cat;300;400
1147989;dog;480;640
1379662;cat;300;400
1889086;cat;480;331
1449799;cat;297;400
