ID;Width;Tipo;Height
2224383;400;dog;300
2165246;399;cat;400
2612710;640;dog;480
2412888;640;cat;360
2703641;300;cat;400
2833578;640;dog;480
2962619;400;dog;225
2499692;270;cat;480
2030391;295;cat;480
2055344;640;cat;480
2562177;396;dog;480
2504038;399;cat;341
2797408;400;dog;300
2790638;400;cat;300
2911586;640;cat;486
2913988;400;cat;267
2218884;400;cat;300
2021183;640;cat;288
2188222;400;dog;300
2143211;300;dog;400
2770628;286;dog;400
2582075;360;dog;480
2763010;270;cat;480
2292456;640;cat;480
2994430;640;cat;640
2879306;400;dog;300
2414621;400;dog;239
2992974;400;cat;300
2533220;400;dog;300
2447806;400;dog;300
2902032;360;dog;480
2185231;640;cat;480
2611321;225;dog;400
2013037;270;cat;480
2218757;400;cat;299
2006169;400;cat;300
2647974;181;dog;199
2937580;358;dog;268
2600240;360;dog;480
2842072;270;dog;480
2678999;400;cat;300
2915504;640;cat;480
2070920;400;dog;300
2845243;640;cat;360
2102157;640;cat;480
2357292;400;dog;300
2831902;300;dog;400
2966763;300;dog;400
2292637;400;cat;300
2497027;225;cat;300
2684074;640;cat;480
2658268;400;dog;326
2351958;400;cat;241
2011886;640;cat;639
2437547;360;cat;480
2369127;640;cat;361
2617188;400;cat;300
2768859;360;cat;480
2839515;360;cat;480
2430011;400;cat;300
2460098;639;cat;396
2586786;640;cat;480
2863968;300;cat;400
2865332;400;dog;300
2361133;400;cat;300
2361565;400;dog;300
2493448;400;dog;300
2298619;214;dog;480
2271364;640;cat;640
2334202;400;cat;266
2480608;415;cat;480
2116641;400;dog;265
2550443;203;dog;360
2764259;203;cat;360
2109537;640;cat;360
2869066;400;dog;300
2303895;230;cat;384
2747700;400;cat;300
2084713;360;cat;480
2778287;400;cat;300
2448061;360;cat;480
2514454;400;dog;400
2290321;400;dog;300
2033184;400;dog;299
2804846;241;dog;400
2773726;360;cat;480
2450587;400;cat;300
2580574;270;cat;480
2934465;401;cat;479
2793862;400;cat;400
2117028;400;cat;300
2281236;400;dog;290
2612854;300;dog;400
2919567;400;dog;300
2970848;400;cat;307
2739860;360;dog;480
2317599;239;dog;400
2890082;225;cat;300
2005545;640;cat;481
2009007;640;dog;640
2729041;270;cat;480
2991187;400;cat;267
2856084;223;dog;299
2468119;400;cat;400
2689471;640;cat;480
2927621;640;cat;480
2205038;400;cat;300
2284055;640;cat;640
2858870;640;cat;360
2962583;400;cat;300
2457034;400;cat;300
2711893;640;cat;369
2498926;360;cat;480
2677337;254;cat;445
2089753;400;dog;300
2488841;400;cat;321
2339333;400;cat;300
2053112;400;dog;300
2882038;400;dog;300
2642298;640;cat;480
2585840;360;dog;480
2444132;400;cat;300
2898508;299;cat;400
2356484;400;cat;267
2598863;400;dog;299
2863185;400;dog;374
2918975;364;cat;480
2209411;640;cat;360
2207035;640;cat;488
2418679;270;dog;480
2269136;203;cat;360
2485785;400;dog;299
2913524;360;dog;480
2358949;400;dog;265
2395650;270;dog;480
2193605;360;cat;480
2248309;300;dog;400
2712007;270;cat;480
2586974;640;cat;550
2819702;320;cat;480
2612553;270;dog;480
2485030;400;dog;300
2885691;342;cat;480
2064630;271;dog;480
2433199;360;dog;480
2775215;400;cat;300
2564111;360;dog;480
2341776;640;cat;467
2814514;300;dog;400
2757563;174;cat;399
2693593;300;dog;400
2143932;640;cat;360
2860241;640;cat;384
2948373;640;cat;424
2031506;270;cat;480
2465905;400;dog;265
2474548;400;dog;299
2378100;640;cat;480
2368608;400;dog;300
2368195;400;cat;300
2629175;640;dog;480
2762622;281;cat;250
2348684;360;dog;480
2512437;640;cat;360
2258461;300;dog;400
2453331;400;cat;300
2788381;300;dog;400
2873416;299;cat;400
2993114;400;dog;299
2433123;296;dog;400
2642992;400;dog;300
2747211;531;cat;480
2813748;360;cat;480
2314629;288;cat;480
2203249;400;cat;300
2449221;400;cat;225
2074795;314;dog;235
2424297;360;dog;480
2740077;300;dog;400
2258418;400;dog;400
2687137;299;dog;400
2239740;399;dog;258
2147602;357;dog;478
2996713;300;dog;400
2954824;356;dog;480
2973967;400;dog;300
2377443;400;dog;300
2799665;360;cat;480
2120664;266;cat;400
2439000;400;dog;300
2619043;400;cat;241
2131365;305;dog;400
2408094;270;dog;480
2858768;360;dog;480
2368053;300;cat;400
2222831;300;dog;400
2007646;267;dog;400
2550752;640;dog;480
2294712;299;cat;400
2441190;300;dog;400
2291767;299;cat;400
2989017;225;dog;300
2789571;360;dog;480
2962661;360;dog;480
2864108;203;dog;360
2890357;639;cat;410
2809173;270;cat;480
2723204;299;dog;400
2810626;400;cat;300
2815821;400;cat;300
2478381;360;dog;480
2791611;640;cat;480
2004192;264;cat;400
2042841;640;dog;480
2708595;240;dog;320
2927262;299;dog;400
2622151;640;dog;480
2917746;400;dog;300
2097754;400;cat;300
2826929;400;dog;300
2244432;240;dog;320
2159408;640;cat;384
2212108;640;cat;480
2218461;300;cat;400
2037580;400;cat;300
2955304;299;dog;400
2464580;400;cat;300
2624443;400;dog;300
2401959;640;dog;480
2681731;345;dog;479
2666717;255;dog;480
2354038;300;cat;400
2689156;253;cat;400
2526592;133;cat;133
2343480;640;dog;480
2772979;400;cat;300
2785080;400;dog;265
2324747;320;cat;240
2925611;300;dog;400
2815708;360;cat;480
2785831;360;dog;480
2378671;400;cat;268
2999203;640;cat;480
2805886;360;dog;480
2870101;640;dog;480
2699695;455;dog;456
2107180;400;dog;300
2932733;640;cat;480
2769561;640;cat;489
2702680;400;cat;300
2032292;360;dog;480
2986430;275;dog;400
2266948;400;cat;300
2675259;640;dog;480
2486948;640;cat;480
2144720;400;dog;320
2432953;400;dog;338
2645102;400;cat;300
2675369;400;cat;300
2898642;300;dog;400
2887147;360;cat;480
2497901;400;dog;300
2740225;203;cat;360
2117072;400;cat;300
2889566;400;dog;300
2617734;640;cat;480
2873209;400;dog;300
2114131;299;cat;400
2898218;400;cat;267
2329939;385;dog;400
2404574;639;dog;360
2247046;640;cat;640
2088054;300;dog;400
2781599;400;cat;267
2467088;400;dog;344
2854872;360;cat;480
2634869;220;dog;400
2281829;400;dog;361
2153500;400;dog;300
2035723;400;cat;300
2387375;400;cat;300
2957308;300;cat;400
2129340;640;cat;360
2489889;400;dog;299
2967956;400;dog;300
2945675;480;dog;640
2765002;640;cat;480
2049033;239;dog;400
2027403;360;dog;480
2923827;400;cat;300
2585922;400;dog;300
2303496;400;cat;267
2466155;400;cat;300
2403425;360;cat;480
2848762;400;dog;267
2203130;265;dog;400
2663793;360;cat;480
2964037;400;cat;300
2455937;400;cat;300
2843215;300;dog;400
2303808;400;cat;299
2891260;400;cat;299
2044160;400;dog;363
2853426;203;dog;360
2053833;640;dog;480
2855394;269;cat;400
2309727;313;cat;480
2559802;400;dog;300
2534545;400;cat;300
2491292;300;cat;400
2003383;203;dog;360
2979661;242;cat;400
2615430;400;dog;300
2621364;400;cat;300
2144019;463;cat;480
2954118;640;dog;426
2668763;360;cat;480
2815042;360;cat;480
2027854;300;cat;400
2066375;400;cat;267
2375252;640;cat;480
2239350;400;cat;300
2836631;400;dog;300
2065521;640;dog;360
2346989;400;cat;300
2604004;300;dog;400
2165298;400;cat;300
2755744;368;cat;480
2273573;417;dog;480
2133588;270;dog;480
2290662;400;dog;300
2567073;640;dog;480
2010985;400;dog;337
2470779;400;dog;300
2254459;300;dog;400
2107849;640;cat;384
2953259;360;dog;480
2409006;278;dog;479
2500233;160;dog;180
2609772;300;cat;400
2149486;360;dog;480
2394121;400;cat;300
2677444;640;dog;480
2130972;391;dog;480
2532047;270;cat;480
2452811;400;cat;299
2673083;400;dog;265
2755456;305;dog;480
2154319;400;dog;300
2764430;360;cat;480
2616086;400;dog;265
2476964;400;dog;200
2968200;360;dog;480
2379869;400;dog;300
2949090;640;cat;427
2972252;640;dog;640
2906983;400;dog;300
2848212;380;dog;400
2793500;400;cat;300
2806712;400;dog;265
2098946;400;dog;300
2292911;360;dog;480
2135642;640;dog;572
2817456;240;dog;320
2225699;270;dog;480
2370500;400;cat;299
2794375;400;cat;300
2412542;640;dog;480
2582671;400;cat;298
2135951;640;cat;491
2118377;640;cat;547
2367914;300;dog;400
2044467;299;dog;400
2603880;196;cat;158
2480870;640;cat;480
2329535;400;dog;300
2522378;400;dog;300
2936359;300;dog;400
2138122;400;dog;300
2449980;360;dog;480
2117126;279;dog;372
2109997;400;dog;300
2707428;127;dog;225
2146697;400;dog;301
2841383;640;cat;480
2065954;392;dog;480
2381928;360;dog;480
2281976;640;dog;480
2192128;640;cat;640
2721769;400;cat;376
2328645;300;dog;400
2559962;258;dog;399
2301373;299;dog;348
2662068;360;cat;480
2649423;360;cat;480
2662433;400;dog;300
2692970;360;cat;480
2811068;400;dog;300
2528551;360;dog;480
2018242;360;dog;480
2192806;300;dog;400
2778876;640;dog;480
2306932;203;dog;360
2882971;640;cat;588
2039522;387;dog;400
2119047;452;dog;480
2311069;299;cat;400
2762620;400;cat;267
2442704;400;cat;300
2672334;400;dog;300
2781234;640;cat;555
2258875;270;dog;480
2326628;400;cat;267
2957657;400;cat;300
2926983;337;cat;378
2779754;178;cat;267
2272589;203;dog;360
2173001;300;dog;400
2726821;270;dog;480
2179089;640;cat;360
2620106;400;dog;320
2805641;400;dog;268
2765624;400;cat;300
2420437;640;dog;480
2067492;640;cat;360
2968419;400;dog;300
2793127;400;dog;300
2421333;299;cat;400
2632979;225;dog;400
2684815;640;dog;480
2306524;400;dog;267
2097240;356;dog;480
2807812;400;dog;299
2349902;200;cat;400
2972432;640;dog;480
2416957;360;cat;480
2540129;300;dog;400
2364238;400;cat;300
2615419;400;dog;225
2324591;400;cat;300
2470347;400;dog;300
2369202;400;cat;260
2331556;336;dog;400
2576498;360;cat;480
2175809;400;dog;300
2912218;640;cat;475
2062197;270;dog;480
2927814;300;dog;400
2058518;400;cat;400
2617046;400;cat;300
2381622;300;cat;400
2066968;639;dog;386
2518251;360;dog;479
2574306;267;dog;400
2810029;203;dog;360
2417326;360;cat;480
2485448;360;dog;480
2612035;297;dog;399
2477633;400;cat;300
2192168;400;cat;267
2745160;400;cat;300
2114293;206;dog;291
2826444;400;cat;300
2889322;356;dog;480
2262859;480;dog;640
2533468;400;cat;300
2134887;468;cat;480
2916902;400;dog;300
2223238;640;cat;360
2920727;300;cat;400
2193073;360;dog;480
2010954;400;dog;300
2241404;300;cat;400
2621208;225;dog;300
2289672;400;dog;400
2047581;300;cat;400
2839571;400;cat;300
2098954;300;dog;400
2101077;640;cat;360
2138988;400;cat;299
2040592;268;cat;400
2377349;640;cat;360
2399639;270;dog;480
2263630;270;dog;480
2563015;640;cat;480
2152397;400;dog;400
2905934;360;cat;480
2757815;270;cat;480
2642156;400;cat;300
2530943;400;dog;344
2021931;400;dog;299
2177405;225;dog;400
2606244;308;dog;231
2471119;476;cat;480
2395987;360;cat;480
2346511;640;dog;480
2269110;400;dog;225
2317637;400;dog;265
2584014;328;cat;328
2364716;206;dog;366
2521125;300;dog;400
2128363;400;cat;300
2899472;267;dog;400
2098890;400;cat;266
2066831;640;cat;640
2167084;225;dog;300
2103821;360;dog;480
2308866;297;dog;400
2512474;400;dog;301
2553974;400;dog;267
2851293;399;cat;267
2517690;300;dog;400
2495251;203;dog;360
2714311;360;cat;480
2613057;360;dog;480
2569446;640;cat;631
2741006;400;cat;239
2877422;300;dog;400
2559307;400;dog;343
2180091;300;cat;400
2250258;400;dog;265
2579504;400;dog;277
2940552;270;cat;480
2744819;400;cat;300
2593492;357;cat;478
2760829;400;dog;300
2924116;300;cat;400
2703520;360;cat;480
2406918;400;dog;300
2499493;400;cat;300
2484826;265;dog;400
2484009;299;dog;400
2504313;640;dog;480
2381063;300;dog;400
2562403;270;cat;480
2077590;640;cat;480
2355586;640;cat;395
2368946;399;cat;239
2206127;369;cat;400
2770595;640;cat;525
2374330;400;dog;300
2154265;360;dog;480
2617260;640;cat;480
2277932;400;cat;300
2040522;400;cat;300
2668656;360;dog;480
2098359;300;cat;400
2731182;400;dog;300
2469186;200;dog;266
2197583;400;cat;300
2521681;400;dog;300
2580903;400;dog;300
2820078;271;dog;400
2730578;232;dog;399
2636666;300;dog;400
2498873;300;dog;400
2955446;240;dog;320
2930061;300;dog;400
2000485;288;dog;400
2954322;400;dog;296
2092442;640;cat;480
2237399;640;cat;480
2779939;267;dog;400
2587327;400;cat;299
2582622;400;dog;300
2115231;400;dog;300
2137978;640;dog;360
2151570;640;dog;480
2548543;225;dog;400
2704962;150;cat;100
2009779;400;dog;300
2796497;640;cat;480
2235937;360;dog;480
2293649;640;cat;480
2215936;400;dog;300
2645421;300;cat;400
2037808;400;dog;299
2669003;640;cat;384
2660229;400;cat;300
2006702;300;dog;400
2744053;480;dog;480
2286042;299;dog;400
2818671;298;cat;400
2058214;400;cat;300
2882066;300;dog;400
2360425;511;dog;480
2511100;400;cat;300
2399553;400;cat;300
2288934;400;dog;300
2409643;400;dog;285
2542185;400;cat;300
2217971;298;dog;400
2061973;300;cat;400
2601661;400;cat;300
2473605;470;cat;480
2661248;286;cat;400
2565449;400;cat;369
2296199;470;dog;457
2987759;640;cat;360
2276244;640;cat;360
2070587;400;cat;300
2046038;400;dog;300
2330042;400;dog;300
2278658;640;cat;480
2275620;270;cat;480
2880842;400;dog;385
2692428;400;dog;300
2569132;640;cat;360
2261082;270;cat;480
2032571;400;dog;300
2302628;400;cat;300
2046458;400;dog;300
2646611;400;dog;300
2674901;360;cat;480
2004194;400;cat;300
2362374;360;dog;480
2473046;640;cat;360
2021497;300;dog;400
2933667;360;cat;480
2658428;360;dog;480
2917514;640;cat;633
2269316;640;dog;448
2892019;399;cat;203
2686352;400;cat;300
2801315;400;dog;300
2603895;223;cat;399
2074872;640;cat;640
2249315;203;dog;360
2632817;264;dog;480
2706359;361;dog;480
2481295;400;cat;300
2140037;640;cat;360
2350986;400;dog;265
2187686;640;dog;640
2329528;639;cat;360
2267983;345;cat;330
2332670;130;dog;97
2455141;640;cat;480
2999513;360;cat;480
2766466;320;cat;240
2724145;640;cat;537
2447473;640;dog;480
2219333;300;cat;400
2502855;270;cat;480
2829412;360;cat;480
2424866;400;cat;180
2725482;400;cat;300
2833237;127;dog;225
2192145;640;cat;360
2555871;640;cat;480
2097317;267;dog;400
2410386;400;dog;300
2624440;277;cat;479
2847101;299;cat;400
2503303;400;cat;300
2473828;299;cat;400
2773585;640;cat;480
2750280;360;dog;480
2322689;399;cat;266
2414191;300;cat;400
2462041;299;dog;400
2283262;640;cat;480
2257231;640;cat;480
2078992;640;cat;427
2025751;400;dog;300
2441469;400;cat;266
2304918;400;dog;299
2471674;400;cat;267
2383782;640;cat;480
2096257;360;dog;480
2031989;360;cat;480
2579631;360;dog;480
2949137;299;cat;400
2050299;400;cat;299
2643732;400;cat;300
2710634;360;dog;480
2251331;356;dog;480
2116759;360;cat;480
2482348;133;dog;133
2388695;400;cat;300
2809017;400;cat;300
2823536;400;dog;300
2376269;266;cat;400
2828070;400;dog;299
2953811;640;cat;640
2201982;267;cat;400
2662344;326;cat;400
2839170;300;cat;400
2245748;400;cat;304
2654474;360;dog;480
2186602;300;dog;400
2849971;640;dog;480
2990465;300;dog;400
2965302;400;cat;300
2991751;225;cat;300
2869804;400;cat;267
2397719;400;dog;265
2230759;301;dog;400
2183538;400;dog;275
2867768;400;dog;267
2133450;640;cat;640
2043217;400;cat;300
2844115;399;cat;225
2895547;348;dog;480
2381511;270;cat;480
2849022;400;dog;300
2717292;400;dog;300
2389133;400;cat;300
2421223;300;cat;400
2936597;268;dog;400
2216855;360;dog;480
2780708;360;dog;480
2732248;384;cat;480
2435047;400;dog;300
2437192;265;dog;400
2050105;300;dog;400
2598380;360;cat;480
2829244;400;cat;300
2073441;400;cat;396
2053186;160;cat;120
2724094;270;cat;480
2303083;640;cat;480
2192738;350;cat;479
2315794;360;dog;480
2398640;300;dog;400
2095071;488;dog;480
2439113;640;dog;360
2620649;270;cat;480
2334748;400;dog;265
2031676;360;cat;480
2236813;400;cat;300
2461397;640;cat;640
2822900;640;cat;640
2816854;270;dog;480
2078460;400;dog;300
2732187;400;dog;300
2635428;400;cat;300
2859443;400;cat;300
2411536;400;dog;300
2907052;400;dog;299
2337610;360;dog;480
2978014;640;cat;360
2010923;360;cat;480
2273561;400;cat;300
2265220;203;dog;360
2552281;640;dog;480
2519327;203;dog;360
2116639;640;dog;480
2615421;640;cat;480
2068682;400;cat;225
2290486;400;dog;265
2964358;400;cat;354
2291824;380;dog;400
2498006;400;dog;300
2018745;400;dog;265
2222975;400;cat;306
2900545;267;dog;400
2631180;270;dog;480
2017279;360;dog;480
2317222;300;cat;400
2335415;300;dog;400
2113909;300;cat;400
2177798;400;cat;267
2713090;400;cat;235
2853545;400;dog;300
2485090;360;cat;480
2088939;300;dog;400
2884562;400;cat;300
2868443;270;cat;480
2356897;270;cat;480
2079289;160;dog;120
2897514;472;cat;480
2124122;299;dog;400
2547300;640;cat;360
2608942;360;cat;480
2998655;285;dog;427
2959764;381;dog;480
2422310;640;dog;311
2039005;400;dog;300
2831406;230;dog;384
2073853;300;dog;400
2360945;400;cat;300
2569398;400;dog;300
2944268;360;cat;480
2322557;640;cat;480
2696461;300;cat;400
2308910;640;dog;361
2057088;400;cat;300
2083609;360;dog;480
2511057;360;cat;480
2553957;270;dog;480
2776800;400;dog;300
2851213;225;dog;300
2218633;360;dog;480
2324648;400;cat;300
2788182;299;dog;400
2579752;640;cat;480
2428176;300;dog;400
2448336;264;dog;479
2564463;400;cat;299
2103306;360;cat;480
2126754;300;cat;400
2622124;400;cat;300
2798773;640;dog;480
2826122;400;dog;267
2013021;400;cat;258
2103069;400;dog;300
2686988;400;dog;299
2206984;640;dog;360
2982006;400;cat;300
2936120;400;dog;300
2804205;640;cat;480
2844068;400;cat;400
2055114;400;cat;225
2042825;400;dog;300
2498832;203;dog;360
2463148;270;dog;480
2980163;299;cat;400
2443177;359;dog;480
2586058;640;cat;480
2987678;300;cat;400
2812345;400;dog;299
2959988;334;dog;400
2162413;270;dog;480
2590345;400;cat;299
2021755;639;dog;344
2674021;480;cat;360
2972816;400;cat;267
2961103;286;dog;400
2390518;240;dog;320
2142038;640;dog;640
2877034;400;cat;300
2535371;360;dog;480
2769225;300;dog;400
2661438;400;cat;299
2601941;360;cat;480
2666579;400;dog;300
2574187;640;dog;480
2949613;223;cat;399
2212797;360;dog;480
2415131;480;cat;480
2430241;360;cat;480
2404307;640;cat;480
2490372;400;dog;267
2023609;360;dog;480
2192585;400;cat;300
2017506;400;dog;300
2909800;640;cat;640
2003618;400;cat;400
2916741;300;dog;400
2690203;293;cat;400
2414979;300;dog;400
2801327;480;dog;480
2678086;360;cat;480
2112065;360;cat;480
2071637;640;cat;427
2781854;299;cat;400
2290598;400;dog;266
2352490;400;cat;294
2380158;360;dog;480
2888654;640;cat;360
2793379;640;cat;599
2156288;300;dog;400
2824332;400;cat;299
2419775;640;cat;480
2423714;400;cat;300
2322288;348;dog;400
2554538;400;cat;300
2009666;300;cat;400
2207516;400;dog;314
2620057;400;cat;300
2370688;400;dog;300
2990563;640;cat;360
2467991;300;cat;400
2230389;400;dog;300
2852318;300;cat;400
2000368;300;dog;400
2159167;400;cat;300
2496530;300;dog;400
2973777;640;cat;640
2950929;270;dog;480
2674558;360;dog;480
2186037;299;dog;400
2477687;400;cat;299
2430891;640;cat;487
2512723;400;cat;267
2529439;400;dog;300
2167866;400;dog;296
2916621;400;cat;300
2038890;400;dog;267
2151232;400;dog;285
2656995;360;dog;480
2017739;400;dog;400
2713804;399;dog;400
2123804;360;cat;480
2149114;300;dog;400
2517928;360;dog;480
2585947;360;cat;480
2636349;400;dog;299
2743733;640;cat;480
2241970;246;cat;479
2715038;300;dog;400
2425161;360;dog;480
2560242;400;dog;300
2847504;300;dog;400
2110637;203;dog;360
2235907;360;cat;480
2656151;300;dog;400
2364450;360;dog;480
2567544;300;dog;400
2278405;330;cat;480
2867038;265;dog;400
2360371;240;cat;320
2427315;354;cat;479
2484397;640;cat;313
2776832;640;cat;376
2359419;225;dog;300
2932772;360;cat;480
2922609;270;dog;480
2319767;300;cat;400
2143738;360;dog;480
2165146;400;cat;300
2581557;300;dog;400
2206150;300;dog;400
2747902;400;cat;300
2186332;400;cat;400
2806446;300;cat;400
2393419;300;cat;400
2220166;300;cat;400
2690679;639;cat;462
2002860;640;dog;360
2614477;203;dog;360
2612676;360;dog;480
2735494;360;dog;480
2526756;640;cat;480
2671813;400;cat;300
2941566;400;cat;300
2281002;270;cat;480
2081121;270;dog;480
2515402;225;cat;399
2463999;640;cat;360
2209854;400;cat;300
2827556;400;cat;267
2129088;480;dog;480
2310820;400;cat;400
2475366;203;dog;360
2695374;640;cat;480
2032084;639;dog;360
2148483;399;dog;266
2296358;478;cat;480
2691991;300;dog;400
2454773;400;cat;300
2158492;300;dog;400
2940421;225;dog;300
2634869;400;dog;272
2516805;360;cat;480
2234753;400;cat;299
2698150;400;dog;300
2069236;400;dog;267
2448374;203;dog;360
2978208;640;cat;424
2761559;400;cat;300
2505601;359;dog;480
2426584;400;cat;300
2197149;360;dog;480
2882556;400;cat;300
2692865;270;cat;480
2758732;400;cat;299
2025114;308;dog;231
2411961;357;cat;478
2120548;300;dog;400
2046576;400;cat;300
2433676;640;cat;480
2916861;400;dog;400
2627742;400;dog;300
2584058;400;cat;299
2789809;360;cat;480
2712085;400;cat;400
2448398;399;cat;225
2510419;270;cat;480
2637632;360;cat;480
2582777;400;cat;300
2986409;400;dog;300
2642322;299;cat;400
2200829;400;cat;300
2969970;400;cat;300
2879354;400;dog;300
2859645;353;dog;400
2438423;400;dog;300
2340663;360;dog;480
2928235;640;dog;480
2766520;400;cat;300
2243448;270;dog;480
2610140;640;dog;640
2183414;360;cat;480
2377637;300;dog;400
2168323;270;cat;480
2794140;400;dog;300
2396048;400;cat;300
2056649;300;dog;400
2260605;640;cat;480
2225011;400;cat;300
2203597;299;dog;400
2907160;360;dog;480
2945253;400;dog;239
2124688;400;dog;299
2161149;266;cat;400
2428117;640;cat;480
2106449;400;dog;365
2842855;400;dog;300
2096399;400;dog;300
2752115;640;dog;640
2431724;400;cat;299
2123502;300;dog;400
2390764;300;dog;400
2280798;295;cat;480
2712942;400;cat;225
2088148;640;cat;421
2911927;640;cat;478
2090388;360;cat;480
2331689;400;dog;300
2199577;400;dog;265
2603677;640;cat;640
2869042;400;dog;265
2099816;400;cat;300
2464342;640;cat;617
2979351;400;cat;400
2662619;351;dog;400
2882613;266;dog;400
2895721;360;cat;480
2589348;400;dog;299
2952606;270;cat;480
2548035;288;dog;480
2248769;400;dog;300
2833964;324;dog;243
2586577;358;cat;400
2044856;360;dog;480
2194913;400;cat;300
2537457;640;cat;539
2673745;400;dog;400
2114151;360;dog;480
2673985;360;dog;480
2083227;203;cat;360
2075947;300;dog;400
2685123;400;dog;230
2771323;300;dog;400
2339427;400;cat;299
2985939;225;cat;300
2296299;283;dog;212
2686439;400;dog;300
2117133;239;dog;400
2750164;400;dog;300
2537027;360;dog;480
2046084;270;dog;480
2851473;270;dog;480
2722771;360;dog;480
2713039;360;dog;480
2453840;640;cat;480
2789176;400;dog;299
2916747;400;cat;300
2851205;400;cat;300
2201014;320;dog;480
2092320;400;cat;225
2112390;425;dog;480
2215631;400;dog;300
2105271;400;dog;300
2961405;270;dog;480
2898671;300;dog;400
2465222;360;dog;480
2020126;270;cat;480
2457532;400;dog;400
2815891;360;cat;480
2374193;225;dog;300
2254011;360;dog;480
2239027;400;dog;300
2309633;640;dog;480
2937441;640;dog;518
2719171;270;cat;480
2903573;300;cat;400
2750575;400;dog;300
2023169;640;cat;427
2115556;360;dog;480
2520595;400;cat;300
2305746;400;dog;225
2688434;300;dog;400
2602541;270;cat;480
2268546;400;cat;241
2586713;400;cat;300
2722424;385;cat;308
2481632;300;cat;400
2019642;299;dog;400
2586818;223;dog;299
2267828;300;dog;400
2780834;400;dog;300
2775209;360;dog;480
2684132;400;dog;300
2884856;300;cat;400
2702753;400;cat;267
2321315;400;cat;300
2349524;400;cat;300
2561580;640;cat;579
2029517;270;cat;480
2841737;360;dog;480
2749404;640;cat;360
2424361;640;cat;422
2531129;400;cat;300
2850290;400;dog;298
2986463;400;cat;300
2249659;640;cat;480
2836217;456;cat;480
2683900;400;dog;265
2522496;360;dog;480
2331945;400;dog;267
2549606;270;cat;480
2230034;299;dog;400
2034368;640;cat;357
2095177;360;dog;480
2683576;640;dog;426
2718546;400;dog;300
2717796;270;dog;480
2333437;300;cat;400
2669130;360;dog;480
2529176;359;dog;480
2776709;640;cat;360
2287095;300;cat;400
2409004;400;cat;400
2635559;300;cat;400
2627472;400;dog;267
2293131;285;dog;427
2147157;400;cat;267
2056518;400;dog;267
2666040;400;cat;300
2146055;127;dog;225
2160395;400;dog;300
2949597;270;dog;480
2814089;640;dog;360
2242549;400;cat;300
2345635;640;cat;360
2191613;266;dog;400
2496940;400;dog;300
2901986;360;cat;480
2088887;400;dog;300
2946046;400;dog;299
2372632;300;dog;400
2780304;360;dog;480
2554766;400;cat;299
2066015;400;dog;300
2874440;400;cat;300
2754351;640;cat;480
2810243;270;cat;480
2177581;300;dog;400
2391308;400;cat;261
2749681;360;dog;480
2856052;400;cat;269
2167152;360;cat;480
2847841;400;cat;300
2203495;640;dog;640
2966483;227;dog;479
2980018;360;cat;480
2405572;400;dog;265
2303015;260;dog;400
2206668;267;dog;400
2037897;400;dog;300
2809652;640;cat;465
2387692;640;cat;361
2904709;240;dog;320
2879670;640;cat;480
2746780;225;dog;300
2756804;400;cat;300
2279089;400;dog;299
2377419;299;cat;400
2530486;300;dog;400
2537773;270;dog;480
2502534;640;cat;480
2483113;400;dog;300
2717704;639;cat;360
2516607;300;cat;400
2881254;400;cat;267
2801364;400;cat;300
2827623;400;dog;369
2440210;360;cat;480
2030052;400;cat;350
2972131;360;cat;480
2455440;360;dog;480
2314372;203;dog;360
2221266;299;dog;400
2597765;360;cat;480
2121949;400;cat;300
2616583;225;dog;400
2042002;640;cat;480
2395889;400;cat;267
2796176;400;cat;299
2608042;300;dog;400
2389156;360;cat;480
2042345;640;dog;480
2889987;300;dog;400
2336271;400;dog;355
2094534;400;cat;300
2883782;267;cat;400
2040211;299;cat;400
2851289;400;dog;347
2989463;299;cat;400
2830118;640;cat;360
2517648;240;cat;320
2926277;640;dog;631
2899472;400;cat;300
2390374;360;dog;480
2178206;400;cat;300
2198036;400;cat;300
2514808;300;dog;400
2387948;400;cat;300
2075972;400;dog;300
2191093;265;dog;400
2881697;462;dog;480
2229960;400;cat;267
2021851;300;cat;400
2104634;400;cat;300
2344628;300;dog;400
2125747;299;cat;400
2244135;270;cat;480
2807042;203;dog;360
2248796;400;dog;300
2504564;270;dog;480
2440363;640;dog;480
2592330;360;dog;480
2941200;480;cat;480
2389363;640;cat;480
2725287;300;cat;400
2248277;640;dog;480
2680760;392;dog;480
2610111;300;dog;400
2715989;400;cat;300
2305870;270;dog;480
2288564;270;dog;360
2152877;400;dog;300
2109670;640;dog;480
2234806;300;cat;400
2027709;400;dog;300
2281477;400;cat;300
2624150;300;cat;400
2925460;270;cat;480
2300816;358;dog;480
2179300;400;cat;267
2017188;400;cat;300
2816025;640;cat;427
2289766;400;cat;267
2506370;355;dog;480
2322487;320;cat;240
2605374;300;cat;400
2061100;300;cat;400
2747380;400;cat;300
2699371;360;cat;480
2432100;310;dog;399
2256731;300;dog;400
2866004;300;dog;400
2605975;299;cat;400
2637518;300;dog;400
2630035;360;dog;480
2059814;640;dog;640
2671780;400;cat;300
2283315;400;dog;300
2540051;400;cat;393
2303134;230;cat;384
2822376;640;cat;360
2562064;238;dog;400
2702895;360;dog;480
2253626;270;cat;480
2080062;400;cat;300
2492604;400;cat;300
2054438;400;cat;300
2890423;360;dog;480
