ID;Tipo;Width;Height
5f0efae69-2;dog;300;400
fc7b01af6-1;dog;361;480
b589d804e-5;cat;400;367
8f6a4a76a-2;dog;339;480
707b0c535-2;dog;300;400
045d9a498-1;cat;400;300
de8b7400d-2;dog;400;267
d3ef2ebef-2;dog;300;400
b4cc525db-1;cat;640;478
48a2630a1-3;dog;300;400
8693c4e7f-2;dog;267;400
12c071b30-2;dog;400;300
6632022cd-1;cat;283;479
66cff2ed9-6;cat;640;426
ba72b4212-1;dog;275;480
807e3b981-4;dog;400;300
65b70bad8-12;cat;400;300
33cabff1a-1;cat;355;479
ea6f69d0a-2;cat;400;400
cd81fa60a-1;cat;360;480
453cf6271-7;cat;400;266
bcb22c952-2;cat;639;360
d0c81c563-5;cat;400;266
9b52894bc-11;cat;127;225
8ae60c34e-3;dog;640;480
ea65fe96c-1;cat;640;362
2e41f018c-5;cat;360;480
e4a48ef49-9;dog;400;225
387147d00-4;dog;400;300
842b21328-2;cat;640;640
196504d88-6;cat;400;300
c3ae3e118-1;cat;400;300
63a542d16-3;dog;400;300
02c40b53c-5;dog;640;360
66f6cd1cb-3;dog;400;267
902087c95-3;cat;400;266
a69ee8f61-1;cat;400;300
f14086e70-1;cat;367;400
81ecf4cda-1;cat;400;296
681eb7101-1;cat;400;305
4ac47ceae-1;dog;300;400
ecad4a875-8;dog;300;400
ae1362961-1;cat;360;480
02a2a622c-1;dog;360;480
f394d4aad-18;dog;270;480
bb61d1c46-3;cat;225;400
730a09014-3;cat;400;300
85ef0faa4-5;cat;300;400
533c528ec-8;cat;300;400
c4f05fe80-3;cat;203;360
40fdde0aa-5;dog;226;400
d805a1c90-1;cat;400;334
ba72b4212-3;dog;360;480
c7cfbc8e9-1;dog;400;400
4914da5ec-4;cat;400;300
9cb525274-3;cat;400;300
07cc0ce27-9;dog;360;480
c57a0afef-2;dog;270;480
3183085f4-1;cat;299;400
bbd8a4220-3;dog;400;262
7bce76c66-3;dog;400;299
687be6419-1;cat;400;400
d54d84b63-2;dog;270;480
bbf029a0a-3;cat;400;266
afc71f432-2;dog;360;480
0e1f78a77-4;dog;640;480
aa2a3d9c7-1;dog;360;480
026c202c6-4;cat;400;351
046256943-2;dog;399;300
21c955172-1;cat;640;360
88d5f9129-12;cat;640;480
1dcb1fe2f-4;dog;455;480
43fe381b3-16;dog;500;450
132346d7e-8;dog;400;300
8566a1bd5-4;cat;400;300
d63321570-2;cat;400;300
6f2721c52-21;cat;356;480
4fe4122ca-1;cat;360;480
cd3cd5fcc-15;dog;640;480
df5f12e58-10;cat;338;400
01919fe72-5;cat;640;480
6c909e8d0-2;cat;360;480
7f4e5c2a0-2;dog;291;400
85094deda-3;dog;240;320
ca113d98b-3;dog;400;300
d4bdcd89c-2;cat;400;300
9b1b9876d-1;cat;400;300
0a9f9f178-10;dog;640;640
15f0dc937-4;cat;270;480
617ee6976-11;dog;400;267
e6989638e-3;dog;300;400
2262be7e9-2;dog;360;480
34884c9fc-3;cat;400;300
59b6102ba-3;cat;309;400
7131cab79-3;dog;300;400
5550a68dc-5;dog;360;480
4d2dec2f3-1;cat;203;360
d6209194b-3;dog;400;265
c02ce1bc0-3;dog;400;266
e7fdf6d1c-4;dog;400;300
262c8cc14-2;cat;270;480
49113adb2-27;cat;300;400
8054aad26-4;dog;360;480
015c353ce-9;dog;289;479
227b372a2-3;cat;640;480
9ce27322b-1;dog;360;480
716167b76-4;dog;400;291
3e13d34d6-1;dog;359;480
76de48e98-4;dog;400;300
99b55ee76-12;dog;80;60
35b9530a6-1;cat;457;480
d73b2a4c6-13;dog;364;400
dffc44afc-7;cat;300;400
3060de782-2;cat;640;360
2bf834f39-2;cat;300;400
81a176a02-1;dog;400;300
21f4a6abf-1;dog;640;480
a977f3331-3;cat;400;299
401fcc4c5-17;dog;400;299
fab063ed4-5;cat;300;400
63adeea51-3;dog;270;480
c6ce1ed64-4;cat;300;400
70be9c861-4;dog;400;300
1557f91e8-2;cat;225;400
bbd898405-4;cat;400;300
96eb3ec09-2;dog;300;400
72ec92880-2;dog;203;360
49ba2ccff-6;cat;400;300
002278114-2;cat;360;480
21fc38738-2;dog;270;479
18286db6a-1;dog;400;300
997653f86-2;dog;270;480
dbba10f87-4;dog;360;480
2c24655fe-9;dog;640;360
90204109f-4;dog;400;300
4e1034525-12;cat;360;480
1caf9686d-1;dog;400;267
ba7d1a755-8;dog;270;480
4ed2fba3e-2;dog;360;480
cdd2cac09-1;cat;640;480
08fb442fa-11;cat;444;480
508df8433-9;cat;399;400
456908d93-2;cat;300;400
cc081896e-4;dog;640;480
0b4a0d698-2;cat;640;323
5918330ac-1;dog;640;583
a22b593a2-1;cat;544;480
71a92867d-5;dog;400;267
08767d88e-3;dog;300;400
a993cd91a-1;dog;300;400
ef9154afe-7;dog;640;480
041dd606f-1;dog;400;300
048df7861-4;dog;640;480
f43bf90ea-1;cat;640;480
b256f479c-7;dog;300;400
ca144ac2a-11;dog;400;300
44f048354-3;dog;400;300
3fa341801-6;dog;267;399
092b4242a-7;cat;400;400
0ece28cf0-4;cat;270;480
e653e3c51-1;dog;640;360
eff6d721e-5;cat;640;480
7f40cce5f-5;dog;360;480
423c5b45f-4;dog;400;331
764837930-15;dog;640;360
b76e8c452-9;dog;270;480
6be0a8fcd-1;dog;225;300
b38a74866-1;cat;300;400
a119ce67e-2;dog;400;300
9ad6f6fae-5;dog;400;300
8ab904da2-1;cat;270;480
2ac4dd8c2-5;cat;360;480
6e3aad5f3-7;cat;400;266
c93c0faa3-2;dog;400;300
b5a07b1cf-2;cat;264;480
28c4588e5-5;cat;360;480
d5e351a09-3;dog;400;299
2374a1c12-1;dog;360;480
b210e38f0-2;dog;320;240
9809485bb-1;cat;400;300
348665874-1;cat;271;480
62b2ac9fd-1;cat;300;400
d8060a227-2;cat;382;400
59b6102ba-1;cat;293;400
f31090450-2;cat;640;480
a29dba165-1;cat;270;480
da34209ec-7;cat;640;593
7e3f52620-1;cat;361;480
598f49a8f-4;dog;314;480
e92d3d4cf-1;dog;300;400
94e9e97c4-4;cat;300;400
e3a5332ce-2;dog;640;640
ce19e69ff-2;dog;400;300
b5974bdd0-1;dog;398;480
a9391d398-1;dog;400;300
af1125994-3;dog;400;300
648727065-2;dog;300;400
c5db00aa6-6;dog;300;400
2d8db1c19-13;dog;640;480
2dc54e9fd-3;cat;360;480
036af6df3-13;cat;400;300
27bbc8c4f-4;dog;270;480
f44a6cdaf-2;dog;640;480
b0eeaf438-5;dog;640;640
731a2ef80-3;dog;360;480
af8138fea-1;dog;270;480
0f78031e4-4;cat;320;240
0880d7f1e-2;cat;360;480
00c19f4fa-1;dog;640;640
bd4500e6c-2;cat;400;300
95563629d-2;cat;400;300
cdf5760e8-3;dog;360;480
68c69f5c1-2;cat;360;480
10fa4505d-4;dog;400;312
22f3c3543-3;cat;400;300
3de6bc035-4;dog;400;300
7f7e9db52-6;dog;399;225
b5f9a9c4a-1;cat;400;300
83705e888-2;cat;360;480
25c7b5c5f-2;cat;360;480
d39c87657-1;cat;400;300
36681d1d5-2;dog;400;265
d0c81c563-4;cat;266;400
0e28a90f6-1;dog;640;480
3f9f466d1-2;dog;203;360
234a5a54c-2;dog;400;300
e38690387-3;cat;360;480
2514503e7-11;cat;640;480
111748c15-6;dog;300;400
09c00211e-1;dog;240;400
4a78a1859-5;dog;299;400
e20655a10-3;cat;300;400
d9fe690c2-8;cat;400;300
7ceeeb9f2-1;cat;266;400
50e061767-7;dog;320;220
e7067c4dc-1;cat;360;480
df76ee4c1-3;cat;289;480
afab70239-7;dog;300;400
25dc712af-5;cat;225;300
ce9332934-2;cat;400;300
bf8aa8f96-1;dog;266;400
8df0bb3b3-7;dog;225;300
01142a354-8;dog;640;360
6c7251bc8-1;cat;299;400
8f31c806f-5;dog;360;480
6326958d4-4;dog;400;300
e86af84c5-1;dog;640;480
b560efa40-2;cat;360;480
2d584af81-3;dog;640;480
5dff45cff-1;cat;360;480
fd39fef15-5;dog;400;300
79786edcd-1;dog;360;480
1bd13d3e5-2;dog;300;400
71419d422-2;dog;640;480
d20a375dd-3;cat;640;362
f600368fb-1;dog;430;480
c1653516e-3;dog;225;400
6cf058ab3-1;dog;400;300
365aaebc8-2;cat;480;480
9ad6f6fae-4;dog;300;400
989e61978-4;cat;225;300
5e0519e3d-5;dog;360;480
0deeed2d9-1;cat;400;300
64070899d-1;cat;267;400
662564431-1;dog;406;480
bfa9377c9-2;cat;640;480
86f7b4013-1;dog;224;400
c2aeb6a1f-12;dog;400;267
42ea4ccd8-2;cat;400;300
8bd033254-1;dog;400;300
182faa94d-7;dog;360;480
4e8f0401d-1;cat;400;300
c15d26817-1;dog;320;240
d7696fdac-3;cat;300;400
bc9c5a76d-4;cat;335;400
5152dbfe1-2;dog;352;336
6ae5689d3-2;dog;400;400
4f9b31590-6;dog;353;480
f6db28991-2;cat;400;300
0be7a4adf-3;dog;360;480
5a828ec3e-6;dog;400;300
f29afd123-1;dog;412;480
0b04b1c7a-2;cat;640;480
8c1658988-1;cat;400;225
fe879c04e-3;dog;400;300
50361acf5-5;dog;399;239
f6e56c908-3;dog;400;300
9e7aa5866-6;cat;270;480
72e76bc9b-3;dog;150;113
c69842c2a-3;cat;150;113
04af86059-3;cat;400;225
1adb292f6-2;dog;640;480
62ad62e0a-2;dog;270;480
a768123bd-1;dog;214;400
ad6cfec5c-4;dog;400;299
f677061e8-7;dog;400;300
777f82721-4;dog;272;480
eefb8d885-4;cat;300;400
8d83c952c-13;cat;360;480
9d87fbd92-6;dog;300;400
799a41eba-2;dog;270;480
aa03b987e-3;dog;640;480
94aec9453-1;dog;360;480
8a99dadaf-1;dog;381;400
0fd5ff08e-3;dog;270;480
348591b3f-2;cat;400;400
784d3319e-1;dog;360;480
56f62a309-11;dog;231;400
a21b6c40a-10;dog;400;300
35f9818a7-14;cat;300;400
ccb7df174-1;dog;203;360
6dcce539c-6;cat;359;480
0ab8ae91b-3;dog;300;400
6d1c281f9-11;cat;640;480
3c6329c92-5;dog;360;480
d6be47a3c-2;dog;400;300
f8e0a06ca-2;dog;640;541
0063bd7e0-1;dog;269;480
08b454900-16;cat;400;267
34ed5aa64-6;cat;360;480
f44a6cdaf-1;dog;640;480
0d784a800-1;cat;310;480
cdab8ba8e-5;cat;400;300
a4c903a3d-1;dog;302;400
6d1e4b433-11;cat;400;300
9c8459c74-4;cat;300;220
59f4e3255-8;dog;400;300
f5e496f46-4;dog;400;225
8b0310013-2;dog;360;480
77e8dfeb9-2;cat;400;300
0c2e0fc7d-3;dog;340;480
b51b41933-4;cat;299;480
d2dbe8b09-5;cat;300;400
43b6e3f2a-6;dog;640;640
b652b7241-4;cat;360;480
e04814e10-11;cat;360;480
29f54c6ff-4;dog;400;300
0ac81fcc4-2;cat;640;480
6ad5153bb-1;dog;360;480
859b2a95b-3;dog;302;480
79ac40056-1;dog;359;480
baf543aa6-2;cat;400;300
805461ad6-2;cat;400;300
f8e1ea097-3;cat;309;310
15600cfea-1;dog;400;300
c874c7c7c-4;dog;400;300
1043aca38-3;dog;360;480
b03b1a110-4;dog;640;639
564ad520f-8;dog;640;480
b71eb2942-1;dog;400;300
8834ac7da-4;cat;640;480
1bcec6d18-2;cat;270;480
7e3c6f81d-1;dog;400;400
d057b97bb-4;cat;360;480
4b3efcfe0-5;dog;400;300
a6c836abe-3;dog;303;399
0be5af159-5;dog;360;480
a03da4900-3;cat;360;480
8d0f353e2-1;dog;400;300
ef14861df-2;dog;202;360
d7454afee-1;dog;254;355
ef5a07ae2-3;dog;400;300
cdcd32165-1;cat;312;400
63a3f229c-7;dog;400;300
e472219f1-1;dog;299;400
734459ad1-1;cat;480;480
fb9a96204-8;cat;400;301
78a99e7a9-1;dog;266;400
e2cf62da9-3;dog;400;300
b4d16b6f6-2;cat;640;480
d3ef2ebef-9;dog;400;300
0e736f310-1;dog;474;480
a98d5b83b-9;cat;400;300
a85a1c8c3-2;cat;640;480
04f8947f3-5;dog;300;400
8f331aa22-2;cat;400;300
b2b5ee33a-1;cat;400;300
da3702af2-1;cat;400;300
6f2ddae0d-5;cat;400;300
6c5fb38d4-2;dog;400;300
696b615fb-4;cat;350;480
bcf657071-3;dog;240;400
dffa25e61-1;dog;640;480
e02b6a2d4-1;cat;400;300
c9efae474-10;cat;335;400
310ea711c-2;dog;320;240
c08403e9f-5;cat;400;300
bff5e06f5-2;dog;363;480
91e8e97b1-2;cat;640;360
095de41ba-2;cat;399;224
ada6358f5-7;dog;270;480
5e6a7ea61-1;dog;225;400
5bfb8da14-3;cat;400;300
4a02b467d-5;cat;400;300
243925f5e-2;dog;400;300
e935ae1d8-3;cat;360;480
923a03e90-9;cat;222;400
47a142b50-12;cat;203;360
0aaf6976a-9;cat;400;300
1a4a2e683-1;cat;300;400
c91bfb2a1-1;cat;360;480
3fe9fc6d9-3;cat;640;480
09b5921e9-5;dog;266;400
796cc971d-2;dog;480;480
768fb166d-3;cat;360;480
db03ddc32-16;cat;360;480
3b8b38508-3;dog;400;300
fc32a88f1-1;cat;300;400
c8cf205ee-2;cat;360;480
e64404196-4;cat;640;360
94438a5c5-1;cat;300;400
cfd57abde-2;cat;400;300
f6ea19029-2;cat;640;427
f8233b736-1;cat;640;360
c0e37eccd-18;cat;300;400
eff541eff-3;cat;392;285
6d18cc71d-13;dog;400;300
6dd91ba4d-4;cat;364;400
9f341e7af-3;dog;360;480
faca11616-7;dog;400;378
32ac38a9f-1;dog;262;399
8910e2c01-3;dog;360;480
10741c443-3;cat;400;300
2b4b4e40c-2;cat;400;300
13fcf57ff-2;cat;317;479
1ac22584b-3;cat;400;240
28d20bc71-5;dog;400;300
a768123bd-3;dog;400;267
39444f259-7;dog;160;166
f03ea3fd5-5;dog;257;456
34ed5aa64-1;cat;640;480
36e02d379-5;cat;640;640
400c2ccab-2;cat;270;480
fe09dbb56-1;cat;400;300
21f945788-2;dog;266;400
35178a75a-5;cat;400;300
e375cb119-1;dog;265;400
e30bac76c-3;cat;400;268
8ab904da2-2;cat;640;360
91c2edae8-2;dog;400;304
f522ad8d4-15;dog;380;400
01e5d357f-2;dog;360;480
671ffc570-4;dog;312;400
1cea0ad08-3;dog;428;480
49f3710f9-2;dog;270;480
052160ae6-10;dog;400;267
5145f87a0-4;cat;299;400
ab3759aae-2;cat;400;300
228d72748-5;dog;360;480
1f043910a-4;cat;356;480
00f997463-2;cat;640;480
8019d0c63-1;dog;640;480
1a90a4805-3;dog;360;480
463be5788-15;cat;640;640
3af1dedf7-1;dog;400;300
df5f12e58-7;cat;384;383
6e14e0fa4-1;dog;344;460
f77be41c3-2;cat;640;480
536475bf3-5;cat;271;479
391e0cefd-4;cat;640;475
f3b4e3f5c-2;dog;267;400
9ff4a6c4f-12;cat;400;300
ebb74d225-3;dog;400;225
b8acb4269-2;cat;400;300
df1507e61-3;dog;400;269
48c598ef0-16;cat;400;300
93f758039-1;dog;400;300
f7b533990-25;dog;228;400
ccbaa4592-3;cat;400;300
d2c677e93-1;cat;196;400
f246dec63-2;dog;400;300
428877021-4;dog;640;428
1facdfb28-4;cat;640;360
c0898504e-1;dog;400;300
ed6e38af6-2;cat;640;480
79420447a-3;dog;400;299
1253241be-2;dog;640;640
d4ec04b8e-1;cat;300;400
6740be5a3-1;dog;300;400
20854e428-2;cat;360;480
c53fb8a18-1;dog;400;267
ada93cece-1;dog;336;378
ec8411943-10;cat;640;551
6a00de73d-5;dog;270;480
43100edd5-1;dog;640;480
06daf9c05-6;dog;361;480
bdb0f50e0-2;dog;400;300
6b3614a92-1;cat;360;480
d60dbdd7a-1;dog;318;480
e93ec1c41-1;cat;300;400
0eb101936-4;cat;640;480
0ac2e7d16-1;dog;400;220
20d4ea30e-3;dog;352;400
9ea3739e8-2;cat;640;480
d31e4c6c8-4;cat;640;480
0993b5aa2-3;cat;640;427
493215800-3;cat;640;478
1380b76cf-1;cat;400;268
3a5d5a265-1;cat;360;480
998488372-8;dog;400;300
982ffd67f-6;cat;640;480
3e463e29e-3;dog;400;300
c9efae474-13;cat;299;400
2c5f2907a-3;cat;400;300
06df96299-1;cat;400;300
30ece8658-2;cat;300;400
54b2051c1-1;cat;400;300
b386d20ba-4;dog;400;266
9668972cc-2;dog;400;240
bf5bf91a2-3;cat;360;480
8a6f0c997-1;cat;400;269
db1f9bca1-2;cat;360;480
ccd3e236f-2;cat;400;400
35bd82365-1;dog;366;400
7b84a3913-3;cat;400;300
b7d753c5a-2;dog;400;400
2fd882044-8;cat;480;366
d5df16a32-4;cat;261;400
38664cbf0-2;cat;400;300
6e50b52c9-1;dog;270;480
7b872f1aa-2;cat;400;300
27b7a406b-3;cat;640;480
3735485c1-2;dog;299;400
3cdbf07be-4;cat;400;300
59e6d1d66-4;cat;480;480
0a8746c09-5;dog;299;400
8c9d9842b-1;cat;400;400
f861fe441-2;dog;280;280
2ca3bc8f5-23;cat;300;400
61e477c0a-8;dog;400;225
0753ad1cd-11;dog;640;480
d97d4b420-2;cat;400;300
1ec7dc903-1;dog;400;225
eb6bb82fd-9;dog;300;400
61fa95b3b-1;cat;360;480
76d876216-2;cat;299;400
ff5158511-2;dog;470;480
cf98480e0-3;dog;640;480
b70d0abec-1;cat;640;480
b7135cf44-1;cat;400;300
463be5788-14;cat;640;640
9b11972b0-4;dog;360;480
755f10f8a-1;dog;360;480
99a0196aa-7;dog;400;275
86228db7e-20;dog;400;267
81015c1aa-5;dog;400;300
1ef0bf320-2;dog;640;361
bf5c5cded-1;dog;334;400
3653c9384-4;cat;640;639
41a7d5bc2-1;cat;640;480
982dce813-5;cat;300;400
412d6c47d-1;dog;270;480
bb928145e-3;dog;400;266
62f87187d-2;cat;400;225
0ac2e7d16-7;dog;400;347
7d9d04836-6;cat;640;480
1aabe595c-5;cat;640;480
3711579ed-7;dog;270;480
fa9df3011-5;cat;400;225
966598774-1;dog;360;480
e42a8863f-1;dog;270;480
d3411347b-1;dog;357;478
547a18b80-1;cat;400;300
ceed27182-2;dog;360;480
9b1241ef0-1;cat;203;360
7c9dc0791-12;dog;400;300
09e39377f-2;dog;640;360
e8261c38c-3;cat;400;300
19904f24d-5;cat;360;480
558c419c0-5;dog;400;340
c8be6ec3c-3;cat;360;480
59913444e-4;cat;400;299
ad002785c-6;cat;400;300
d7a002088-5;dog;300;400
bb9e47b4a-2;dog;400;300
77bb4ce3a-4;dog;400;300
b6004bb5d-1;cat;360;480
8cb325d19-1;dog;203;360
1d164a82a-7;cat;400;300
8d5f95d9a-1;dog;300;400
ee8ddae7b-1;dog;270;480
fc50c89d3-3;cat;400;267
2d0315769-5;dog;399;307
d202e4c9c-3;dog;400;267
1c59cecac-8;dog;300;400
4c3a2c536-3;dog;271;480
7edefab1a-4;dog;463;480
b0ad07cfc-3;dog;270;480
2027f2dfd-1;cat;400;302
8dfe4da6a-7;dog;375;480
2e392586a-4;cat;360;480
68cdd6d6b-2;dog;640;480
da34209ec-9;cat;640;441
5902c3051-5;dog;360;480
aebf47483-1;dog;400;300
b869dec56-8;cat;640;360
a6e1f4504-1;cat;400;300
74f16e441-2;cat;400;300
63d254530-15;cat;300;400
75b13bc88-5;cat;400;300
ea1736eec-5;dog;640;640
e4afff6dd-16;dog;400;225
8dfb61116-2;dog;360;480
1533ebfd4-17;cat;400;300
51c04983b-2;dog;358;400
5c4742e35-5;dog;360;480
4c3bb438d-1;cat;360;480
c78cea205-1;cat;400;300
80f8877f8-1;cat;225;300
2fbf2cb7c-1;dog;360;480
7a2cadc09-1;dog;400;300
8f47e7ad3-5;cat;400;300
54e7cfcc5-5;cat;400;300
04e829d49-1;dog;639;426
a355a6873-4;dog;640;480
bf2b57c9d-1;cat;480;640
61d819c6f-1;cat;320;240
fd8bb16c6-14;cat;400;300
44c117982-1;dog;400;299
8b2be8807-2;dog;327;436
7f4fb6f7e-4;dog;400;300
731a2ef80-2;dog;360;480
1f34d9c73-10;cat;400;300
6e643eba1-4;dog;300;400
c7338db23-9;dog;400;300
d404012af-1;dog;213;320
1043aca38-2;dog;360;480
24993107f-4;dog;400;300
86c35033b-2;dog;160;120
48fd10660-4;cat;640;480
3c03a9912-2;cat;400;293
4298e4c15-3;cat;400;299
c1c16ac86-1;dog;400;225
d2b949618-11;cat;400;300
09c629b05-5;cat;400;268
594e3dc3f-1;dog;296;480
9f317f2e7-1;cat;400;268
67f174628-4;dog;341;400
4f623a979-3;cat;300;400
f2ac99dfe-2;dog;300;400
904b74dde-1;cat;130;98
6cf7d415b-2;cat;640;637
8cebbeec1-4;cat;640;480
d1d9012db-1;cat;400;300
0d2394669-29;cat;356;480
46bb277b5-2;dog;400;300
6ad5153bb-2;dog;640;480
68c69f5c1-5;cat;360;480
a032cd2e1-5;cat;400;300
57aecbbcf-1;cat;360;480
311479c63-1;cat;400;300
f96ccddd5-4;cat;640;480
defebd6b4-4;dog;300;400
ea055de86-13;cat;400;300
bcda9d091-5;cat;300;400
5d9a6398d-10;cat;270;480
6102346ee-1;cat;400;300
6ef7f0012-2;cat;400;267
088216e81-3;cat;400;226
0f796d3f9-3;cat;400;286
7b01ae317-1;cat;640;640
fa39dd076-2;cat;360;480
4b4bb2b0a-1;dog;400;290
e742a643d-1;dog;640;640
15a828f9d-18;dog;400;400
d4ec04b8e-3;cat;367;400
5e9737811-2;dog;300;400
603d1d51c-3;cat;299;400
7131cab79-5;dog;300;400
15721ae3c-4;cat;400;300
2599e55c5-1;dog;640;480
97a020fe8-4;dog;281;400
08f54d056-1;dog;300;400
23379775f-9;dog;400;300
02612ab95-1;cat;640;480
6210026f5-3;cat;400;300
8a2998a32-5;cat;400;300
6f2721c52-5;cat;640;543
a8df693c0-3;dog;225;400
4247730f1-3;dog;400;300
716167b76-3;dog;359;400
406528ab5-1;cat;400;300
570fb2f6c-2;dog;270;480
962c84aa9-6;dog;640;409
df26f1098-18;dog;270;480
a5dc02b69-3;cat;400;300
5a12ecdfc-1;dog;299;400
e5115cce8-1;cat;400;300
15956c89f-2;cat;640;480
70a7a71fe-11;dog;400;266
35a135b13-5;cat;640;427
e3a680ce0-1;cat;640;480
80fcac43d-27;dog;400;225
f261c9968-2;dog;415;480
492e0cc50-10;dog;400;300
e6ae12115-2;cat;360;480
71d834666-5;cat;400;300
7754f4f3f-4;cat;640;360
007ffeccd-10;dog;400;269
f05dae9bb-1;cat;640;480
09bc86c05-14;dog;400;266
04372b78d-2;dog;338;400
537b5f09b-5;dog;300;400
bdab91b8c-2;cat;360;480
a3853c992-6;cat;400;300
b7e7211e7-1;cat;400;300
cc3434ae1-2;cat;270;480
6c7efd1a5-6;cat;639;428
c7315e345-4;cat;360;480
867057e77-13;dog;270;480
a98716d75-2;dog;640;360
5b2e5e410-5;dog;400;300
5eb355cea-6;dog;400;300
e62e5aa26-2;dog;202;360
1253241be-14;dog;640;360
1bff3e46f-3;dog;285;400
9c64232b3-2;dog;300;400
a17411df1-14;dog;300;400
a906ff5f5-2;dog;300;400
0abff77fe-5;dog;400;301
9e3d235d8-1;dog;400;265
4e991c023-6;cat;400;300
94a0eb345-4;cat;445;480
1a8503d2f-2;dog;360;480
36dd5c626-3;cat;359;480
71e96f977-1;dog;203;360
3402b3970-3;dog;400;268
74e316be1-2;dog;338;480
95af6f72b-1;cat;640;480
3d0752cd9-3;dog;400;400
992170cac-1;dog;360;480
067cacbb5-4;cat;300;400
ae3a99b36-5;cat;400;300
cbf4de1e8-2;cat;270;479
ba311fc1a-1;dog;270;480
bddd63050-1;cat;300;400
ae0bc846b-5;dog;400;300
6268d4d68-4;cat;640;480
147d6fab7-5;cat;640;427
378059791-1;cat;203;360
40c204453-3;dog;400;300
56b5845d7-1;dog;360;480
90a967a14-5;dog;400;300
812240d28-11;cat;639;428
a1e153676-5;cat;400;300
cc9f9c4c1-2;dog;400;320
1c59cecac-7;dog;300;400
a1188fdb7-1;dog;640;480
5ddfaab43-3;cat;400;300
6c909e8d0-3;cat;360;480
948a1a82c-3;dog;360;480
98d3a24b8-1;dog;400;299
0822c54d5-1;dog;299;400
6d1c281f9-21;cat;360;480
54e731fab-6;cat;265;400
a75bbea18-12;dog;400;300
004709939-2;cat;400;300
6219a1e79-2;dog;307;480
e27ac6865-2;dog;225;400
254dd6ba7-4;dog;400;300
52c904832-3;cat;360;480
ed8e10562-2;cat;400;300
056768390-3;cat;270;480
a68e8378d-1;cat;400;300
127daa5e3-5;cat;300;400
7023f6b45-3;dog;226;399
56b63bfb3-1;dog;400;300
7a23819c1-1;dog;270;480
84e1e59d5-3;dog;640;421
a206ce13b-1;cat;360;480
9295d02bd-2;dog;400;300
03ea48efa-4;cat;404;480
c16f5a6df-2;cat;462;260
98fbd3b39-4;cat;360;480
69c1801cb-7;dog;300;400
1e7e220d7-3;dog;400;252
bb6276b35-1;dog;360;480
5f9cf8892-3;cat;360;480
e3b39a9f5-1;cat;640;480
0291e8ca0-20;cat;640;640
ef91ae200-2;cat;640;480
f13821512-1;dog;400;300
edb8ace3a-1;cat;400;300
46d88ca3e-1;dog;640;480
5ec697bec-1;cat;176;265
45f72b10b-3;cat;400;263
36332af6d-1;cat;300;400
efc478e64-3;dog;400;300
c06d167ca-3;cat;400;300
98c1efd96-2;cat;400;300
f7b533990-8;dog;300;400
988988d5b-19;cat;300;400
ae116d640-10;cat;400;267
53f434ae8-1;dog;270;480
dc996a1a4-2;dog;400;299
6fdb43f0b-1;dog;400;268
fab063ed4-6;cat;300;400
d73b2a4c6-7;dog;227;400
42e9334f2-3;cat;360;480
cad25c91b-17;dog;380;480
65a8f7628-9;cat;300;400
2857efde3-3;dog;338;260
619d6fdf8-1;dog;300;400
fa94b21d1-5;cat;300;400
fa1c96e93-3;cat;400;300
ec6bb5fb6-15;cat;320;480
60bf93971-3;dog;300;400
e7dca0b2b-6;cat;400;300
e32c29f03-2;dog;640;512
e013ab581-3;cat;239;400
34fd2f89a-1;cat;356;480
91633ef0b-2;dog;400;300
53f434ae8-16;dog;270;480
85d78c2c2-4;cat;400;300
5c60f7300-8;cat;300;400
b7a54fea5-7;cat;400;300
7bda94ad0-1;cat;399;268
04d4ce3a4-5;dog;360;480
4b0662306-1;cat;640;360
559afad4f-2;dog;270;480
daa73505c-1;dog;240;320
105c00abe-3;cat;400;300
4359d65e7-2;dog;300;400
18bc7bf4d-6;cat;400;268
98d3a24b8-3;dog;400;299
d94f98004-2;dog;360;480
a21f5e84b-6;dog;225;300
977cfb864-3;cat;400;300
631c813af-4;dog;640;426
ef9196721-2;dog;300;400
236dd6cca-8;cat;300;400
4d101a0c3-2;cat;640;360
a8c555240-3;cat;300;400
530b7bcec-24;dog;399;316
cd3cd5fcc-20;dog;640;360
0d4e58071-5;cat;640;480
b02c50d9d-1;dog;362;480
3f2d1ff6c-1;dog;400;400
1d1f2ed1b-4;cat;640;480
194acc3f9-4;dog;400;300
9b5df2f3d-1;dog;360;480
cc22a5abf-2;dog;360;480
36ccd9729-2;cat;400;300
0ed23a049-2;dog;300;400
8d301b5e6-2;dog;300;400
485887f4c-1;dog;360;480
63e388a8e-8;cat;300;400
44bba906d-2;dog;360;480
78b51f6a0-2;cat;400;300
222ee828b-5;cat;300;400
95183dc31-1;cat;360;480
0d551fb5b-1;dog;360;480
fff4a6420-4;dog;352;480
8a45e8492-4;dog;270;480
ff873a820-4;cat;225;300
0632ba05a-3;cat;400;300
6f12e6d07-2;cat;400;300
8ebe54ca6-3;cat;640;360
3161fe0f4-3;dog;400;225
162e703e6-2;cat;640;480
aa1add776-2;cat;313;400
f0d254628-13;cat;400;400
ca587cb42-2;cat;640;480
64f41ee68-1;dog;299;400
4c1f97540-4;cat;225;400
7342eafeb-1;dog;300;400
8c28914a9-1;dog;239;400
dd38f7a48-3;cat;400;400
899859c9b-5;dog;300;400
00a1a8af4-3;dog;400;300
