ID;Tipo;Width;Height
efe281d05-3;cat;360;480
a9f6b9ee8-1;dog;360;480
ed85de329-4;dog;400;300
bfd512262-2;dog;400;300
fcd6da627-1;dog;399;276
c1f452c27-1;dog;240;320
71e9e03c8-1;cat;360;203
a1953e700-2;dog;400;273
533573bf7-1;cat;360;480
901fcfac3-4;dog;300;400
ab4b18e09-4;cat;400;300
95cce48c5-3;cat;400;300
f3461e133-3;cat;400;241
dcb9727c3-4;dog;399;266
e008f1cc2-1;dog;320;480
95efa1725-4;cat;300;400
6e52249b8-3;cat;640;360
876de70bb-3;cat;400;300
f687fd202-3;cat;640;467
6e3a84f0b-1;cat;270;480
040ae13b2-5;dog;359;480
99a6043dc-7;cat;400;300
567447f98-3;dog;360;480
3dd6b42ef-4;cat;400;300
d64e3a002-2;dog;640;362
3734b6fdb-3;cat;640;480
5c679b8fb-6;dog;400;265
86e923f63-3;cat;400;300
4f0eb9cd9-4;cat;400;400
04d1a03dc-2;dog;270;480
ba2f87264-5;dog;305;399
08d9dbef5-14;dog;380;400
b88cb23c9-14;dog;300;400
8d17e1738-5;cat;400;300
f8de7a61d-1;dog;300;400
9c4a7d80a-4;dog;360;480
8b1140cab-1;dog;400;300
da62f3647-7;cat;400;300
4ecd78b51-3;dog;400;300
8cbeb50c2-1;dog;400;300
eb0494413-4;dog;400;300
246690c06-4;cat;400;300
f853bef27-1;dog;400;300
b5bc49843-2;dog;640;509
2333e34af-2;cat;400;300
4aa138801-5;dog;400;300
71e991077-8;cat;640;480
a059a19d9-2;dog;360;480
cf8e714b5-8;cat;640;480
1cb5e5477-3;cat;640;425
0de7b2448-4;dog;400;311
83fdcc59a-4;dog;299;400
141aed83f-7;dog;400;267
c6a1fceab-10;cat;640;480
43fb5e064-2;dog;360;480
68fc4ed82-2;cat;360;480
d64e3a002-4;dog;640;362
21740e1fc-1;cat;400;300
5cb22774d-6;cat;400;300
ad49a3f77-3;cat;360;480
de69b768b-22;dog;267;400
000aa306a-7;dog;400;284
095de27a2-9;cat;640;360
4f2eb42f8-4;dog;360;480
7d1673442-2;dog;360;480
b88cb23c9-11;dog;300;400
bff1eefc6-1;cat;400;304
3734b6fdb-4;cat;360;480
26ac97f06-2;cat;400;300
514f49f40-3;cat;270;480
3bf849b37-3;cat;300;400
acf596791-2;dog;640;360
878e0f6e1-1;dog;400;300
1bf8c8a2d-15;cat;270;480
fe4da06ef-1;dog;400;300
b3a6e0d73-9;dog;400;280
e58620db8-4;cat;399;239
284d4dd1f-2;dog;400;300
147b07a6d-9;cat;400;300
a958e3b39-1;dog;270;480
b68a0cace-3;cat;360;480
8a69b8ca9-1;cat;400;300
6c66cf586-2;dog;360;480
71050d86f-3;cat;300;400
8468b39ab-2;dog;356;480
b2985c2b7-1;cat;360;480
99b85cad7-2;dog;640;360
d8e391c56-2;dog;400;265
167fc9e74-2;dog;203;360
68e1a0e38-8;cat;400;400
04978fa5c-1;dog;400;300
4c72b6ba4-3;cat;640;480
1defc9276-1;dog;278;480
b9858a1f0-6;cat;300;400
d88a32af5-2;cat;480;480
794a46eaa-9;dog;365;400
6a663b6e8-10;dog;360;480
45062ca1c-4;cat;300;400
d78d143a0-3;cat;400;300
076238985-2;dog;400;299
54e8d5179-2;cat;400;270
c03d290a1-3;cat;640;480
1471b7daf-1;cat;640;614
ba5e3fafb-1;cat;400;300
3832b9d6c-3;dog;400;299
e84d9ca3e-1;dog;298;400
f21bc3d39-3;dog;400;300
92c260e20-1;cat;400;267
b69f11e6c-4;dog;400;300
c0748d15e-2;dog;400;300
7fa5e9cd8-2;dog;640;480
51c34dc3b-2;dog;400;300
35090cd14-5;cat;300;400
c6a1fceab-6;cat;640;480
9d279292a-1;cat;640;640
349b02b67-1;cat;400;300
d37e37a9c-8;cat;400;300
d1d9609a6-8;dog;268;400
1342ede6c-4;cat;400;300
095de27a2-4;cat;270;480
fc65c8cd8-4;cat;640;626
2a3c60549-9;dog;640;480
46208e2c4-1;cat;270;480
ef5b7fd86-4;dog;360;480
bc8252bff-2;cat;400;300
e29f9a772-11;cat;400;266
f86a032c9-1;cat;480;480
5696f4ec8-6;cat;640;480
054ca7b8c-21;cat;299;400
c25d7adf6-1;cat;300;400
0e114879f-2;cat;400;265
9954f4a4a-5;dog;203;360
156832d2d-4;cat;400;300
8e48bdc22-2;dog;234;400
6c510886d-9;cat;400;300
309fd2a0b-4;dog;270;480
f8cbe4ab2-2;dog;375;389
d7c605337-1;dog;480;480
80c6b4372-5;dog;270;480
6a9a67994-2;dog;640;480
1225aa471-7;dog;400;300
60cd5f3ed-2;dog;640;427
218272984-6;dog;299;400
8acc9f190-2;dog;300;400
32e7dc847-3;cat;400;300
ce3733a4b-4;cat;360;480
8de7b260e-7;cat;400;225
e8c1b9f65-1;dog;640;480
c6a3436f7-9;cat;400;267
b86e59039-4;dog;360;480
0e36b1479-1;cat;300;400
fc636b29c-2;dog;399;304
c60f9ef7d-1;dog;360;480
5a9356966-1;cat;300;400
e2da8e717-2;cat;360;480
498c95749-4;cat;300;400
463a9ad26-4;dog;399;275
dce0cb798-4;cat;400;300
a5c63cbc0-3;dog;300;400
a476cc2a2-1;dog;640;480
ef5b7fd86-1;dog;640;640
5ba1b66b9-12;cat;640;480
104164bee-25;cat;299;400
d9bb1057f-5;cat;400;300
36a4e40d7-1;cat;640;480
de69b768b-4;dog;400;267
4d999d3a9-15;cat;400;267
e15abf53d-4;dog;266;400
6c510886d-4;cat;300;400
2b5cfe4ed-3;dog;400;300
f229df53e-1;cat;360;480
ba96a9996-3;cat;640;360
5ba1b66b9-4;cat;360;480
b9858a1f0-5;cat;400;300
7b72df3aa-2;dog;225;300
5511f0864-1;cat;360;480
1c57e4387-6;cat;400;300
4a4967dc8-1;dog;640;427
b175d60ab-1;dog;400;300
e09e77e2e-4;cat;400;400
1ff26db34-1;dog;225;300
76483e4b0-2;dog;317;400
5f07161fb-4;cat;299;400
28382cd87-5;dog;400;300
422f0f904-1;cat;265;400
db800e561-2;cat;400;267
cd17296d6-4;cat;400;300
a58e06b72-2;cat;360;480
884699a61-19;cat;297;400
a1953e700-1;dog;266;400
17211245e-3;dog;640;480
b674c8692-1;cat;400;300
9dc2594e0-1;cat;360;480
b0c1d4903-1;cat;400;300
0c18817ce-6;cat;299;400
603a1c912-1;dog;203;360
c6a1fceab-1;cat;360;480
40e5d9e21-6;cat;400;300
3055c8a82-1;dog;400;300
023772a40-5;cat;325;400
f9b8b3067-1;dog;400;300
176d9cfb4-1;cat;400;300
9f01cfff1-3;cat;400;300
3b15925d2-2;cat;639;360
c503705b2-1;cat;515;386
b94bfc176-1;cat;299;400
2191e729c-3;cat;400;300
86a9edfb1-3;cat;360;480
373c6936f-3;cat;270;480
7a61c43ef-2;dog;300;400
61c44ad0f-2;dog;400;265
a3fdcb1b0-2;dog;300;400
37ea615ca-7;dog;640;480
1b433696a-10;dog;400;322
e4ef8860c-4;cat;400;222
3bfbf0288-5;cat;400;300
5229f814a-4;dog;400;300
fb241e401-2;cat;400;267
9f43bda58-6;cat;400;267
002efc654-1;dog;640;360
f950ddce1-2;cat;400;299
95465de9e-1;dog;270;480
5a561603f-3;dog;400;300
292dcff42-4;dog;360;480
31a3eb0cb-4;dog;400;399
12bb39139-2;dog;300;400
5c2d4351c-5;cat;400;300
bc07b7683-5;dog;400;299
43eb46b09-3;cat;270;480
f2b611f53-2;cat;360;480
7899c74ca-1;cat;270;480
4c28abf85-1;dog;360;480
af8dcfa6f-3;cat;360;480
390cdc0ec-8;cat;400;267
4ecd78b51-6;dog;400;300
4a76d1c95-4;cat;400;300
429a63cc2-1;cat;360;480
4c6b9ce76-2;dog;639;360
c719a018f-6;cat;399;225
b88cb23c9-3;dog;282;400
bc4fbae71-3;cat;640;480
3734b6fdb-1;cat;360;480
63d3ad497-2;dog;299;400
788f7ed22-1;cat;640;639
46ef56bd9-17;dog;400;300
0303de476-7;dog;400;300
36445ac53-1;dog;225;300
85158c3b1-1;dog;300;400
33782f0e0-5;dog;400;299
1e6b4714e-2;dog;360;480
8b4a94d8b-2;cat;320;242
6aee9741d-3;cat;400;300
4eb8be143-3;cat;150;100
4b497d443-1;dog;400;300
000aa306a-1;dog;299;400
25886fc76-3;cat;400;300
36b6b879e-1;dog;400;267
ead6d89ed-3;cat;400;299
d75065e01-2;cat;400;300
a4e656a52-6;dog;400;299
0bfe5511a-1;cat;640;480
b1e70a735-1;cat;640;360
a1267e7b0-1;dog;348;400
b354aa023-1;cat;270;480
1fa3bf58b-4;dog;400;300
c9f53328a-1;cat;400;300
585178d96-3;dog;240;320
2d8a1f072-1;dog;80;60
33782f0e0-1;dog;400;299
9886b3011-4;dog;400;300
ea4e9430a-2;dog;203;360
02d7ad0a1-2;dog;400;225
4d6a1f88c-4;cat;400;300
b539b0be9-1;dog;270;480
adbad85c3-21;dog;299;400
26ac97f06-1;cat;400;300
5408d4a1e-4;cat;360;480
dfd984e52-4;dog;400;300
040ae13b2-4;dog;480;480
de91d4747-5;dog;360;480
2ebcda97f-2;dog;300;400
9a85e116d-1;dog;400;300
61fc349f0-3;cat;360;480
a2d642640-2;cat;399;225
23d9401a5-4;dog;400;300
2fec25579-1;cat;225;300
65da5b76e-9;cat;429;322
ee0d0e8c1-7;dog;400;300
45538ddfb-4;dog;268;399
f291aa558-1;dog;400;394
2116330f3-8;cat;400;300
242d5e1eb-1;dog;640;501
028875e32-3;dog;400;267
d2937f8aa-14;cat;640;360
88dea0091-3;dog;640;484
48149dae3-4;cat;400;300
851307ad7-3;dog;400;267
fb5c27aa4-4;dog;271;480
a9f6b9ee8-3;dog;360;480
e9cb69f9c-1;cat;400;300
4804f7339-1;cat;300;400
5229f814a-9;dog;300;400
303e333f7-1;dog;282;400
2dffde45b-2;dog;397;480
f23f78389-4;cat;640;360
4868e6c0e-4;cat;222;300
e17b48e09-3;dog;400;300
418a12fa7-9;dog;371;480
bb3aaaa28-4;dog;640;360
776177c6e-2;cat;640;360
fc65c8cd8-2;cat;640;622
b684dddae-3;cat;640;480
4eee2c9ae-2;dog;300;400
143a8c2f7-2;cat;639;331
d310b3bac-2;cat;400;300
f2c01e904-2;dog;292;400
a5e3fa8fc-2;cat;360;480
7cc63ee97-7;dog;640;632
332f9f8ab-6;cat;400;300
b56066c70-1;dog;640;516
217699d93-2;dog;360;480
d22d6ab8d-5;dog;359;480
2f88367be-4;cat;400;300
580190a91-3;dog;240;320
18ce01ce5-11;cat;415;480
d2937f8aa-27;cat;640;360
3d7557ee6-4;dog;399;265
e62db9ae4-9;dog;400;267
5f07161fb-5;cat;400;299
92dd467d9-1;dog;360;480
9c23894d6-9;dog;400;265
930ae76c8-2;cat;400;300
d6608360d-2;cat;400;300
78cec6b9a-1;cat;400;300
0ff96e183-3;cat;400;300
2f42c0ad2-2;dog;480;640
2e03d576b-3;cat;640;314
9976d232d-1;dog;640;480
6a7a61b8c-4;dog;400;300
9d9972150-4;dog;640;458
e8ee45ee4-2;dog;266;400
d4649d392-1;cat;330;351
92a086e02-8;cat;640;360
96f79176d-1;dog;400;225
8d17e1738-6;dog;400;300
104164bee-3;cat;400;299
0e114879f-3;cat;400;265
4df14314f-2;cat;366;480
a2c811cb2-1;dog;317;400
e92da4568-3;cat;357;478
2864bc6c0-4;dog;360;480
30fe45021-4;cat;400;276
74dcc54a6-13;cat;400;255
29167255b-1;cat;270;480
6da352736-1;dog;640;475
b84d879fb-9;dog;127;225
b11cc2617-1;dog;400;300
d0a658844-1;dog;335;400
0a3d2b273-1;cat;400;268
f33b863bf-2;cat;400;268
0ec139474-1;cat;360;480
3f1782222-2;dog;360;480
7d729681e-1;cat;360;480
b831fa30c-1;dog;360;480
3fe1c722f-1;cat;360;480
5ba1b66b9-14;cat;640;480
ab4574ea8-6;dog;360;480
4728c70a3-21;cat;400;300
07b2fd920-4;dog;300;400
9ab8c5dac-2;cat;400;268
d2ef01564-9;cat;400;300
a84855274-1;cat;270;480
054ca7b8c-8;cat;400;299
a472c88d1-2;cat;640;480
5c045d946-10;dog;267;400
8c9b21e02-11;cat;400;299
fc77f0c02-3;cat;640;480
46ef56bd9-8;dog;400;300
3786458ed-1;dog;640;480
4b393cb28-1;dog;300;400
b7638e54e-3;dog;396;400
d5687495e-2;cat;640;640
bb3b78edb-6;dog;640;480
6b980291e-1;cat;300;400
8aeb5c315-2;cat;360;480
b16a99460-3;cat;640;480
fd2a64242-3;cat;400;300
f3cb7653e-4;dog;360;480
124152c20-3;cat;400;300
703e4f919-3;dog;300;400
bccf9b55b-2;dog;640;480
6a92ce29a-3;cat;640;480
311a86831-2;cat;400;300
9fd0e73ab-1;cat;270;480
f24323918-3;dog;640;480
fc38139ea-4;dog;400;300
eb2aaaae6-3;dog;300;400
bc1b18dd9-1;dog;360;480
ff524e4b4-6;cat;640;288
d89f7c7d5-3;cat;200;125
86f3f98fa-5;dog;300;400
181e0995e-1;cat;640;480
365b3dfe5-3;dog;299;400
a5c9b03db-3;dog;360;480
b2a3434ab-2;cat;640;640
90af27318-5;dog;300;400
c356f5725-1;cat;400;300
cb2063971-1;cat;360;480
e0031eec3-1;dog;246;400
1351e45aa-2;cat;640;360
593190956-1;dog;300;400
e80432fc9-13;cat;400;267
a4b2866af-1;dog;640;480
5bb2555d7-1;cat;300;400
5c9d64727-1;cat;400;267
3f1782222-1;dog;640;427
d37e37a9c-6;cat;400;300
5c588b32e-4;dog;640;472
2c3c58b1f-4;cat;399;266
db4b370d5-3;dog;299;400
e995c2892-3;dog;321;480
9f7c429f9-2;cat;437;480
5c9d64727-2;cat;400;267
93f3f763b-6;dog;300;400
23e429b3f-1;dog;225;400
443f5d934-1;cat;400;400
0eb779abf-2;cat;400;300
b04dfa558-2;cat;361;480
104164bee-27;cat;400;299
3779b9c81-2;cat;400;300
2a631f760-8;cat;299;400
c0f7ca4d2-2;cat;400;300
29dea5486-26;cat;640;480
7db69545e-1;dog;400;300
f33b863bf-1;cat;400;268
5fa45f41c-1;dog;400;300
bf871912e-11;dog;360;480
a3f81690b-4;dog;399;224
6a7b43ccf-9;cat;640;320
48e49f70b-2;dog;400;300
71fc3458f-7;cat;373;480
a354bdd09-11;dog;640;475
be16e9744-7;cat;400;299
a88947c92-4;cat;640;480
b0d4fc10d-4;dog;360;480
c67bd5c3d-4;cat;640;480
5222034a7-1;dog;360;480
79d0931f6-2;dog;360;480
8acc9f190-3;dog;300;400
20e6c4ff1-1;cat;640;640
3c91e34b2-6;cat;270;480
b34c078da-2;dog;400;300
c6a1fceab-3;cat;640;480
bdecb978b-6;cat;400;300
60cd5f3ed-1;dog;640;427
b5bc49843-3;dog;639;486
08d9dbef5-3;dog;400;399
5bb2555d7-3;cat;300;400
fb751ef23-1;cat;400;300
842ec4bbe-2;dog;360;480
f5b8c8a12-4;dog;360;480
d5bc869a8-1;cat;400;300
1fa3bf58b-5;dog;300;400
8fb46c270-2;cat;360;480
4c17194a0-2;cat;400;369
22c02dba7-3;cat;640;480
98069385c-2;dog;640;480
65fb1de96-1;cat;360;480
c60e5bc02-2;cat;640;360
63ecee81a-6;cat;268;400
660e270c0-3;dog;400;300
0303de476-8;dog;400;300
50fe82e65-2;dog;400;300
af8dcfa6f-2;cat;360;480
6d84c2251-1;dog;298;400
fb887ef38-1;cat;400;300
71e9e03c8-11;cat;270;480
3b40e328b-2;dog;360;480
66d9bc1e2-2;dog;400;320
c44173f96-5;cat;400;300
9dbe39a2d-1;dog;400;306
9576538df-5;cat;640;480
f55f7260a-6;cat;429;322
adb1bb404-4;cat;551;480
8e7185005-1;dog;360;480
b7f5d2132-1;cat;640;640
b0c1d4903-2;cat;400;300
75cdf1ac1-2;cat;300;400
9bd8e6974-3;dog;400;300
dce26b7b8-1;dog;400;300
597f834a3-1;cat;270;480
1ccd6155a-1;dog;400;300
d85728f92-3;dog;299;400
ea4e9430a-3;dog;203;360
c7ee7af0e-2;dog;349;400
9b28cb68c-3;dog;300;400
332f9f8ab-1;cat;400;263
ea0bb166c-6;cat;640;448
1d8476c11-1;dog;400;400
b11cc2617-7;dog;400;300
01605d36c-3;cat;400;300
ae9d59ab6-2;cat;360;480
20a2b69ce-4;dog;360;480
a89818d0d-3;cat;640;480
6b7d7d742-1;cat;640;360
19701e571-12;cat;400;267
51671053b-3;cat;400;300
32db5a03e-1;cat;400;300
75d4052a6-4;cat;400;299
5dad884c7-5;dog;400;300
74effbe7b-4;cat;400;300
0eb9916ad-1;dog;400;299
abfdf0fc3-7;cat;400;300
f2b0a2d4d-1;cat;640;480
1302c2f0f-1;cat;301;400
b279d98ef-3;dog;400;300
7896b6567-1;dog;640;356
2343e3a62-2;dog;326;480
e5d8312cc-4;cat;415;480
1b5167d86-3;dog;400;300
e58620db8-9;cat;400;300
47a6aa527-3;dog;360;480
20a2b69ce-1;dog;360;480
d5c5e0420-4;cat;300;400
aac9b4c12-1;dog;389;400
3d72f28d1-1;cat;360;480
10d0c5d3a-1;cat;400;268
13289f5de-4;cat;400;266
104164bee-12;cat;400;299
c8276fba5-1;dog;270;480
a43564af0-2;cat;270;480
a4e656a52-1;dog;299;400
35ef6b921-3;dog;300;400
7eef28bab-7;dog;400;300
b0d0bdab3-1;cat;300;400
3786458ed-5;dog;640;480
86a2a6881-2;cat;400;300
a95fd104e-1;dog;206;274
c0f7ca4d2-1;cat;400;300
58b4eede8-2;cat;270;480
7fddb9b80-1;dog;360;480
0e5c79590-5;dog;400;300
f274e2f1a-2;cat;300;400
bf871912e-6;dog;360;480
99f30d086-1;dog;281;400
98d6fa62b-2;cat;640;360
e1643a076-1;cat;640;360
71e991077-7;cat;360;480
c25d7adf6-6;cat;300;400
3bc466ba1-2;cat;360;480
177bb2650-1;dog;400;300
961e1e37f-2;cat;400;300
348cd5b41-1;cat;640;480
f93128a69-2;dog;640;480
f1fd96f29-1;cat;379;480
65da5b76e-1;cat;387;480
0ad970d41-4;cat;400;300
b5960fa52-1;cat;400;300
e03b139b6-4;cat;248;400
0070b950a-1;dog;400;300
4a301781d-2;dog;400;300
4fa7555cb-3;dog;300;400
8489dfcf3-1;cat;399;298
409ed104e-1;cat;400;225
0b7b6d9c1-1;dog;400;299
c29d4becf-4;dog;400;300
bb61d0643-2;dog;360;480
e37fa5989-2;cat;400;237
e7f480c5b-2;cat;640;480
9ec953072-4;cat;400;300
f9625a3da-1;cat;640;544
1c57e4387-2;cat;300;400
5db0437fd-2;cat;640;480
aab03084e-2;cat;300;400
216e877d0-1;dog;400;267
49d53d375-1;dog;295;479
7cfd366f5-2;dog;300;400
f4f92a25f-2;dog;347;400
80906aa71-2;cat;640;640
0162ff4ad-2;cat;400;225
1c57e4387-3;cat;300;400
ce698dc75-2;dog;400;300
07af2a6b8-2;cat;300;400
2d9806c8e-4;dog;400;299
91731036c-2;cat;639;360
104164bee-11;cat;400;299
f6d1a2562-3;cat;400;300
5202633cc-6;cat;400;299
d724e767e-3;cat;640;396
3c80bf388-7;cat;640;360
5e5b97e53-2;dog;206;194
37a74b0d5-6;cat;400;301
97703b6d0-1;dog;400;239
5bb2555d7-2;cat;300;400
6c45f02bc-1;cat;299;400
7f1da4d1a-9;dog;319;479
935f5fd46-1;cat;400;225
af3c47437-1;dog;435;480
3c80bf388-5;cat;640;360
b93e18ca3-1;dog;400;225
c2d504696-1;dog;270;480
884699a61-15;cat;400;266
abb35cc95-2;dog;300;400
f994b2e74-1;cat;321;400
34a2402b3-5;dog;400;300
d2553fbf5-1;dog;400;300
d75ef43e3-1;cat;300;400
e21d3fafa-2;dog;300;400
9992b9fce-2;dog;300;400
3569791d9-6;dog;640;480
6b8c7d6d8-7;dog;225;300
0eb9916ad-2;dog;400;299
75d4052a6-3;cat;299;400
8b4c08434-2;cat;270;480
4d26d4d58-3;cat;640;360
095d1234c-3;cat;360;480
c6878905e-2;cat;203;360
6aee9741d-5;cat;300;400
75cdf1ac1-1;cat;300;400
ea0bb166c-4;cat;640;371
9416b2802-1;cat;640;480
e15abf53d-1;dog;296;400
9b1db3b0d-1;dog;300;400
7bc927c30-3;dog;309;400
7fdc9a1e9-2;dog;360;480
786ebc385-2;dog;400;200
79773f498-4;cat;300;400
5202633cc-9;cat;400;299
0ed10bc25-1;dog;400;267
32c1350c6-2;dog;265;400
9cc67af67-1;cat;640;480
f301659ec-2;dog;300;400
c78ff134a-2;cat;400;300
217699d93-4;dog;399;480
e58620db8-5;cat;399;239
3558f46af-5;cat;400;300
24dc5bda4-1;dog;270;479
87a50e77d-1;dog;300;400
46c0b1465-3;cat;400;300
968abd09a-12;cat;342;480
14fbe0540-9;dog;400;300
c503705b2-5;cat;536;402
f3461e133-5;cat;400;241
2aa43dabd-2;dog;300;400
29abd06a9-3;cat;400;300
2a1ed8912-2;cat;400;300
2b70b5764-2;cat;360;480
bc07b7683-2;dog;299;400
7e7a90c3b-6;cat;299;400
54e8d5179-4;cat;400;269
8df4ede59-4;cat;429;322
15c037834-1;dog;300;400
4728c70a3-3;cat;300;400
9c74f1e52-3;cat;480;640
a35769d72-3;dog;299;400
353b7f4dd-5;cat;360;480
9161ae29d-1;cat;640;427
74ee32f9b-3;dog;400;300
39d2cf194-1;cat;400;300
3010f15fe-5;dog;360;480
48ab74343-1;dog;270;479
f3461e133-1;cat;400;241
80c6b4372-3;dog;270;480
a70374352-8;dog;640;480
95128acdf-1;dog;300;400
98aea7843-3;cat;640;427
12b42a431-1;cat;400;239
607efc34c-2;dog;222;166
6905c3150-3;cat;640;360
04c83fbb8-3;dog;400;256
1aed4a8fc-2;dog;400;300
b94bfc176-3;cat;299;400
dac4939a0-1;cat;203;360
2c3c58b1f-8;cat;399;266
7e7a90c3b-9;cat;299;400
1453baee9-1;dog;272;400
01fec620e-1;dog;399;266
e133e8dcd-1;cat;400;299
961e1e37f-6;cat;400;300
65cfd221c-2;dog;400;300
29dea5486-3;cat;640;480
4caaed61c-1;dog;225;400
578e8c906-2;cat;300;400
4bb92c19d-2;dog;400;300
c4d968a5d-4;dog;240;320
a7e02f25b-2;cat;640;474
8d17c2e15-1;dog;320;480
96ce8f1fc-4;cat;320;480
03193ad4e-6;dog;360;480
ecb751c16-1;dog;400;300
afe8eca60-1;dog;400;300
a5ea56e8f-1;cat;400;225
7d7cbe3da-4;dog;640;480
039919879-8;cat;461;480
df2daaa1c-6;dog;338;400
b2a3434ab-6;cat;640;640
7f9077318-2;cat;270;480
5512829dd-1;dog;400;300
82bac81fa-3;cat;400;400
2bf093c71-2;cat;270;480
19701e571-8;cat;400;345
eb1a1f355-2;cat;400;300
8bff54050-1;dog;640;480
6180ca07d-2;dog;300;400
4a76d1c95-3;cat;400;300
7e011ae52-4;dog;270;480
1ccd6155a-2;dog;400;300
104164bee-29;cat;299;400
b9c062c62-4;cat;270;480
5ad5692e7-1;cat;400;400
660e270c0-2;dog;300;400
464100dfc-1;cat;270;479
542af6f78-3;dog;203;360
69a6541ea-1;dog;240;400
45062ca1c-3;cat;400;300
bbad9d7e6-1;cat;640;480
c7ee0c470-1;cat;360;480
9a3da1ca4-3;dog;400;300
a70374352-7;dog;640;480
3c3b53478-3;cat;640;480
a331ef890-16;cat;216;258
bc346a545-1;cat;640;361
e6e8038c4-2;cat;400;300
745bd4228-2;dog;400;300
054ca7b8c-11;cat;400;299
f2589e581-3;dog;400;300
1b5167d86-9;dog;400;300
c50114583-1;dog;225;300
246690c06-2;cat;400;300
4f47bc0d4-2;cat;640;487
c84910ba9-4;cat;400;300
f0c00625c-1;dog;400;300
477fd2d95-1;cat;399;225
49d53d375-2;dog;368;480
983822ba0-1;cat;353;400
66e2210dc-2;dog;360;480
71e991077-6;cat;360;480
d75065e01-3;cat;400;300
3a824916d-1;cat;400;300
514f49f40-1;cat;270;480
01cc0d9b9-7;cat;400;300
9d0a2b055-14;dog;375;336
a40d1410c-1;cat;270;480
f51767bbe-12;cat;400;300
284d4dd1f-3;dog;400;300
08d9dbef5-15;dog;400;385
32a004c7a-1;dog;400;400
a17b0f14f-4;cat;160;120
e1af6d264-4;cat;300;400
8f8273719-2;dog;300;400
9d87fdb46-3;dog;238;480
ffc5dccdd-7;dog;300;400
52b06b831-2;cat;640;475
16f35966b-11;cat;640;480
b279d98ef-1;dog;400;300
f433ea60b-2;cat;360;480
6fd2a649e-1;cat;360;480
9d279292a-2;cat;360;480
b5431578b-1;cat;400;211
e008f1cc2-4;dog;360;480
3841f6c5a-1;dog;400;300
02a6a8de6-1;cat;400;267
30fe45021-1;cat;400;316
1a84ca4a0-1;dog;345;480
96cfd3d1f-4;dog;400;300
ecc2c95f7-3;dog;400;284
ea8115514-1;cat;400;300
6511382ae-19;cat;400;267
2ef2f33d0-2;cat;400;300
b0d0bdab3-5;cat;400;299
01cc0d9b9-8;cat;400;300
cf256a84c-1;dog;640;360
d4a2129b2-5;cat;360;480
c388d1185-12;cat;400;300
baf77a776-2;cat;360;480
6a40617ef-10;dog;301;400
504f7df66-4;cat;640;360
884699a61-5;cat;400;266
b404dff05-7;dog;400;265
b1bda52c2-1;dog;640;480
0295cd746-2;dog;400;300
ce7b71e62-3;cat;360;480
f229df53e-2;cat;640;360
9691d0696-4;dog;270;480
71e9e03c8-6;cat;640;360
38adad966-4;dog;400;300
99f56cb3c-8;cat;400;266
e022a1a0e-3;cat;400;300
1384f2887-2;cat;300;400
9b28cb68c-2;dog;400;300
3bf849b37-1;cat;400;300
2bf288d6f-7;cat;266;400
b88cb23c9-9;dog;300;400
c526a03af-3;dog;225;300
15a45ff6b-2;dog;640;480
58df0e592-1;cat;640;427
e441b5140-3;dog;360;480
054e96ee2-7;cat;400;267
f33b863bf-7;cat;400;268
a40c9723d-1;cat;400;267
9e22dcf95-2;cat;400;300
b86e59039-1;dog;360;480
14bc519cd-2;dog;640;640
ee0d0e8c1-4;dog;400;300
cdcc26218-4;cat;400;300
292dcff42-3;dog;360;480
ab7a555c6-1;cat;270;480
3ee1cbfb5-6;dog;640;360
7e3a1d138-23;dog;400;300
98fc90990-1;cat;266;400
745d2be9a-5;dog;203;360
577518f6f-1;cat;400;300
e13ee3b41-1;dog;400;300
25c4bbdac-3;cat;640;480
7f1da4d1a-4;dog;640;495
436e6a9f1-1;dog;225;300
9ab8c5dac-3;cat;400;268
dc773ef06-1;cat;400;300
0f527688e-1;dog;336;400
048dfb6d4-2;cat;640;478
b0c5ce033-1;cat;640;480
fbe32cae9-4;dog;320;480
e929b5562-5;cat;400;225
a2d642640-1;cat;399;225
1b5d7c38c-1;cat;400;300
794d27c39-1;cat;400;300
00c8a5254-2;dog;127;225
0e28ba597-3;cat;400;299
bf871912e-10;dog;360;480
95cce48c5-12;cat;400;300
ee8483771-4;cat;640;480
1d1ce8c48-1;cat;400;225
ed0118fa3-2;cat;300;400
bf455fcb3-1;dog;360;480
8e7a11671-2;cat;267;400
a3297b927-2;cat;360;480
415838cf0-1;dog;640;480
a70374352-20;dog;270;480
042419243-2;cat;400;267
6ec3289a2-2;cat;640;478
a6cbf7d3d-1;dog;300;400
ccfef1621-1;cat;640;640
fd53861f5-4;cat;522;428
20df3a4a0-1;dog;400;300
e60e35c81-3;cat;400;299
f1fd96f29-2;cat;480;480
db62115f9-2;dog;300;400
da2f83c72-8;dog;400;300
61c44ad0f-4;dog;400;265
342b7d5b9-2;cat;640;442
718e24579-2;dog;355;479
467d8e74c-2;dog;300;400
ffc9bd892-1;cat;640;480
e1c1c681b-5;cat;400;300
21740e1fc-4;cat;400;300
2af7bc4c7-2;dog;400;300
f6d9876eb-1;dog;640;480
7e00405e1-1;cat;400;225
e805f9fbd-2;cat;300;400
0b5242b0d-8;dog;400;268
f01320159-2;cat;75;75
53deadf42-2;dog;300;400
b831fa30c-3;dog;375;480
adbad85c3-5;dog;299;400
c67bd5c3d-5;cat;640;480
08d9dbef5-20;dog;399;264
